Sæson,KampID,Dato,Tid,Sted,Køn,Alder,Liga,Pulje,Hjemmehold,Udehold,Resultat,Dommer 1,Dommer 2
2025-2026,16234,2026-01-30,19:30,Herlufsholm Idrætscenter Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,HG/Næstved Floorball,Tårnborg/Skælskør,4-8,D-Benløse FC .,D-Benløse FC .
2025-2026,16239,2026-02-22,14:00,Damagerhallen Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Greve Floorball Club,Copenhagen Blue Bandits,,René Hochauer,Martin Tilde Filipsen
2025-2026,16238,2026-02-26,20:00,Tune Hallerne Hal 3,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Tune IF,HG/Næstved Floorball,,D-Benløse FC .,D-Benløse FC .
2025-2026,16208,2026-03-01,11:45,Damagerhallen Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Greve Floorball Club,Tårnborg/Skælskør,,D-Copenhagen FC .,D-Copenhagen FC .
2025-2026,16236,2026-03-07,14:00,Bellahøj Hallerne Hal 2,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Copenhagen Blue Bandits,Greve Floorball Club,,Torben Tykskov,Micky Holdorf Petersen
2025-2026,16222,2026-03-08,10:45,Herlufsholm Idrætscenter Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,HG/Næstved Floorball,Hvidovre Attack Floorball Club,,D-Benløse FC .,D-Benløse FC .
2025-2026,16242,2026-03-14,16:00,Bellahøj Hallerne Hal 2,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Copenhagen Blue Bandits,Tårnborg/Skælskør,,D-Copenhagen FC .,D-Copenhagen FC .
2025-2026,16240,2026-03-15,17:00,Herlufsholm Idrætscenter Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,HG/Næstved Floorball,Tune IF,,D-Benløse FC .,D-Benløse FC .
2025-2026,16231,2026-03-22,13:30,Damagerhallen Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Greve Floorball Club,HG/Næstved Floorball,,Anders Regner Christiansen,Martin Tilde Filipsen
2025-2026,16244,2026-03-26,20:00,Tune Hallerne Hal 3,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Tune IF,Hvidovre Attack Floorball Club,,Torben Tykskov,Jan Tykjær Kristensen
2025-2026,16243,2026-03-29,13:30,Damagerhallen Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Greve Floorball Club,HG/Næstved Floorball,,D-Benløse FC .,D-Benløse FC .
2025-2026,16245,2026-03-29,16:00,Tårnborg-hallen Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Tårnborg/Skælskør,Copenhagen Blue Bandits,,Jørgen Dedenroth,Sean Christiansen
2025-2026,16241,2026-04-12,12:00,Avedøre Idrætscenter Hal 1,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Hvidovre Attack Floorball Club,Greve Floorball Club,,,
2025-2026,16230,2026-04-26,16:30,Bellahøj Hallerne Hal 2,Mænd,Senior,3. Division Herrer,Pulje Øst Syd,Copenhagen Blue Bandits,Tune IF,,,
2025-2026,16946,2026-01-10,12:00,Randers Statsskole Hallen,Mænd,Senior,Ekstra 2. Div Herrer Vest,Pulje 1,Randers Raptors FC,Esbjerg Sharks - 2div ekstra,4-5,Martin Fløe Hansen,Kaj Jensen
2025-2026,16947,2026-02-21,12:00,Tornhøj Idrætscenter Hal 1,Mænd,Senior,Ekstra 2. Div Herrer Vest,Pulje 1,Aalborg Flyers FC ekstra 2. div,Esbjerg Sharks - 2div ekstra,,Patrick Huus Bols,Jacob Frejlev
2025-2026,16948,2026-03-21,13:30,Tornhøj Idrætscenter Hal 1,Mænd,Senior,Ekstra 2. Div Herrer Vest,Pulje 1,Aalborg Flyers FC ekstra 2. div,Randers Raptors FC,,Jacob Frejlev,Henrik Pedersen
2025-2026,16013,2025-09-20,11:45,Ceres Park Arena Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Team Århus Floorball,HMIF Blackbirds,4-2,D-Team Århus Floorball .,D-Team Århus Floorball .
2025-2026,16014,2025-09-20,14:30,Randers Statsskole Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Randers Raptors FC,Viborg Floorball Klub,1-10,D-Randers Raptors FC .,D-Randers Raptors FC .
2025-2026,16016,2025-09-22,19:00,Morten Børup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Skanderborg floorball,Vissenbjerg GIF Floorball,,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,16015,2025-09-28,12:00,Pulzion Kolding Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Kolding KFUM Floorball,Brande Gymnastik- og Ungdomsforening,5-0,D-Kolding Floorball .,D-Kolding Floorball .
2025-2026,16023,2025-10-06,20:00,Morten Børup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Skanderborg floorball,Viborg Floorball Klub,5-0,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,16024,2025-10-11,11:00,Vissenbjerg Idræts- og Kulturcenter Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Vissenbjerg GIF Floorball,Brande Gymnastik- og Ungdomsforening,3-1,Vissenbjerg GIF Floorball,Vissenbjerg GIF Floorball
2025-2026,16021,2025-10-11,12:00,Randers Statsskole Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Randers Raptors FC,HMIF Blackbirds,3-8,D-Randers Raptors FC .,D-Randers Raptors FC .
2025-2026,16022,2025-10-11,12:00,Pulzion Kolding Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Kolding KFUM Floorball,Team Århus Floorball,1-2,D-Kolding Floorball .,D-Kolding Floorball .
2025-2026,16018,2025-10-22,20:00,Brande Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Brande Gymnastik- og Ungdomsforening,Skanderborg floorball,1-4,D-Brande Floorball .,D-Brande Floorball .
2025-2026,16025,2025-10-25,12:00,Marstrup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,HMIF Blackbirds,Brande Gymnastik- og Ungdomsforening,6-5,D-Haderslev .,D-Haderslev .
2025-2026,16028,2025-10-25,14:00,Randers Statsskole Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Randers Raptors FC,Kolding KFUM Floorball,2-14,D-Randers Raptors FC .,D-Randers Raptors FC .
2025-2026,16027,2025-10-26,13:00,Ceres Park Arena Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Team Århus Floorball,Skanderborg floorball,3-4,D-Team Århus Floorball .,D-Team Århus Floorball .
2025-2026,16029,2025-10-29,20:00,Pulzion Kolding Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Kolding KFUM Floorball,HMIF Blackbirds,3-0,D-Kolding Floorball .,D-Kolding Floorball .
2025-2026,16031,2025-11-01,12:00,Vissenbjerg Idræts- og Kulturcenter Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Vissenbjerg GIF Floorball,Team Århus Floorball,5-0,Vissenbjerg GIF Floorball,Vissenbjerg GIF Floorball
2025-2026,16032,2025-11-02,11:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Viborg Floorball Klub,Brande Gymnastik- og Ungdomsforening,2-3,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,16036,2025-11-10,20:00,Pulzion Kolding Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Kolding KFUM Floorball,Skanderborg floorball,5-5,D-Kolding Floorball .,D-Kolding Floorball .
2025-2026,16035,2025-11-15,13:00,Skyline Arena Randers Hal 3,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Randers Raptors FC,Vissenbjerg GIF Floorball,2-19,D-Randers Raptors FC .,D-Randers Raptors FC .
2025-2026,16034,2025-11-15,13:30,Ceres Park Arena Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Team Århus Floorball,Brande Gymnastik- og Ungdomsforening,3-2,D-Team Århus Floorball .,D-Team Århus Floorball .
2025-2026,16019,2025-11-16,12:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 2,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Viborg Floorball Klub,Kolding KFUM Floorball,3-4,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,16047,2025-11-16,14:00,Pulzion Kolding Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Kolding KFUM Floorball,Viborg Floorball Klub,4-3,,
2025-2026,16038,2025-11-29,11:00,Vissenbjerg Idræts- og Kulturcenter Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Vissenbjerg GIF Floorball,Kolding KFUM Floorball,7-4,Vissenbjerg GIF Floorball,Vissenbjerg GIF Floorball
2025-2026,16039,2025-11-29,12:00,Brande Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Brande Gymnastik- og Ungdomsforening,Randers Raptors FC,6-2,D-Brande Floorball .,D-Brande Floorball .
2025-2026,16040,2025-11-30,10:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Viborg Floorball Klub,Team Århus Floorball,5-1,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,16060,2025-12-03,20:00,Brande Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Brande Gymnastik- og Ungdomsforening,Viborg Floorball Klub,5-6,D-Brande Floorball .,D-Brande Floorball .
2025-2026,16037,2025-12-08,19:30,Morten Børup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Skanderborg floorball,HMIF Blackbirds,9-5,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,16043,2025-12-13,11:00,Brande Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Brande Gymnastik- og Ungdomsforening,Kolding KFUM Floorball,2-3,D-Brande Floorball .,D-Brande Floorball .
2025-2026,16030,2025-12-15,20:00,Morten Børup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Skanderborg floorball,Randers Raptors FC,15-0,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,16017,2025-12-16,19:30,Marstrup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,HMIF Blackbirds,Vissenbjerg GIF Floorball,3-4,D-Haderslev .,D-Haderslev .
2025-2026,16044,2026-01-10,14:00,Vissenbjerg Idræts- og Kulturcenter Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Vissenbjerg GIF Floorball,Skanderborg floorball,5-0,Vissenbjerg GIF Floorball,Vissenbjerg GIF Floorball
2025-2026,16046,2026-01-17,12:15,Morten Børup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Skanderborg floorball,Brande Gymnastik- og Ungdomsforening,3-2,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,16033,2026-01-20,19:30,Marstrup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,HMIF Blackbirds,Skanderborg floorball,3-2,D-Haderslev .,D-Haderslev .
2025-2026,16045,2026-01-24,11:30,Vissenbjerg Idræts- og Kulturcenter Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Vissenbjerg GIF Floorball,HMIF Blackbirds,5-1,Vissenbjerg GIF Floorball,Vissenbjerg GIF Floorball
2025-2026,16048,2026-01-24,14:00,Randers Statsskole Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Randers Raptors FC,Team Århus Floorball,2-3,D-Randers Raptors FC .,D-Randers Raptors FC .
2025-2026,16049,2026-01-31,12:00,Marstrup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,HMIF Blackbirds,Randers Raptors FC,13-2,D-Haderslev .,D-Haderslev .
2025-2026,16051,2026-02-01,10:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Viborg Floorball Klub,Skanderborg floorball,4-1,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,16052,2026-02-07,11:00,Brande Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Brande Gymnastik- og Ungdomsforening,Vissenbjerg GIF Floorball,5-4,D-Brande Floorball .,D-Brande Floorball .
2025-2026,16063,2026-02-21,12:30,Vissenbjerg Idræts- og Kulturcenter Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Vissenbjerg GIF Floorball,Randers Raptors FC,,Vissenbjerg GIF Floorball,Vissenbjerg GIF Floorball
2025-2026,16053,2026-02-22,12:00,Brande Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Brande Gymnastik- og Ungdomsforening,HMIF Blackbirds,,D-Brande Floorball .,D-Brande Floorball .
2025-2026,16050,2026-02-22,12:30,Ceres Park Arena Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Team Århus Floorball,Kolding KFUM Floorball,,D-Team Århus Floorball .,D-Team Århus Floorball .
2025-2026,16056,2026-02-28,13:00,Pulzion Kolding Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Kolding KFUM Floorball,Randers Raptors FC,,D-Kolding Floorball .,D-Kolding Floorball .
2025-2026,16054,2026-03-01,13:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Viborg Floorball Klub,Vissenbjerg GIF Floorball,,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,16055,2026-03-02,20:00,Morten Børup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Skanderborg floorball,Team Århus Floorball,,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,16058,2026-03-07,10:00,Skyline Arena Randers Hal 3,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Randers Raptors FC,Skanderborg floorball,,,
2025-2026,16057,2026-03-07,12:00,Marstrup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,HMIF Blackbirds,Kolding KFUM Floorball,,D-Haderslev .,D-Haderslev .
2025-2026,16059,2026-03-08,13:30,Ceres Park Arena Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Team Århus Floorball,Vissenbjerg GIF Floorball,,D-Team Århus Floorball .,D-Team Århus Floorball .
2025-2026,16062,2026-03-11,20:00,Brande Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Brande Gymnastik- og Ungdomsforening,Team Århus Floorball,,D-Brande Floorball .,D-Brande Floorball .
2025-2026,16061,2026-03-15,12:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Viborg Floorball Klub,HMIF Blackbirds,,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,16064,2026-03-16,20:00,Morten Børup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Skanderborg floorball,Kolding KFUM Floorball,,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,16041,2026-03-21,11:30,Marstrup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,HMIF Blackbirds,Team Århus Floorball,,D-Haderslev .,D-Haderslev .
2025-2026,16042,2026-03-22,10:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Viborg Floorball Klub,Randers Raptors FC,,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,16065,2026-03-28,12:00,Marstrup Hallen Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,HMIF Blackbirds,Viborg Floorball Klub,,D-Haderslev .,D-Haderslev .
2025-2026,16066,2026-03-28,12:00,Pulzion Kolding Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Kolding KFUM Floorball,Vissenbjerg GIF Floorball,,D-Kolding Floorball .,D-Kolding Floorball .
2025-2026,16067,2026-03-28,14:30,Randers Statsskole Hallen,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Randers Raptors FC,Brande Gymnastik- og Ungdomsforening,,D-Randers Raptors FC .,D-Randers Raptors FC .
2025-2026,16068,2026-04-11,16:00,Ceres Park Arena Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Team Århus Floorball,Viborg Floorball Klub,,,
2025-2026,16026,2026-04-25,14:00,Vissenbjerg Idræts- og Kulturcenter Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Vissenbjerg GIF Floorball,Viborg Floorball Klub,,,
2025-2026,16020,2026-04-25,14:00,Ceres Park Arena Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,VEST,Team Århus Floorball,Randers Raptors FC,,D-Team Århus Floorball .,D-Team Århus Floorball .
2025-2026,14395,,,Lundtofte Idrætsplads og Hal Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Lyngby FF,Jægerspris Underducks FC,,,
2025-2026,14386,2025-10-12,10:00,Bellahøj Hallerne Hal 2,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Alliancen Motion,Jægerspris Underducks FC,9-3,D-Vanløse/Alliancen Floorball,D-Vanløse/Alliancen Floorball
2025-2026,14389,2025-10-26,10:30,Anneks Hallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Herlev FC,Alliancen Motion,4-5,D-Herlev Floorball,D-Herlev Floorball
2025-2026,14388,2025-10-27,20:00,Møllegårdhallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Jægerspris Underducks FC,Greve Floorball Club,14-2,D-Jægerspris Underducks FC .,D-Jægerspris Underducks FC .
2025-2026,14391,2025-11-02,11:30,Damagerhallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Greve Floorball Club,Herlev FC,2-6,D-Greve FC .,D-Greve FC .
2025-2026,14390,2025-11-02,13:30,Lundtofte Idrætsplads og Hal Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Lyngby FF,Alliancen Motion,3-6,D-Lyngby FF .,D-Lyngby FF .
2025-2026,14392,2025-11-16,13:45,Vanløse Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Alliancen Motion,Lyngby FF,7-5,D-Vanløse/Alliancen Floorball,D-Vanløse/Alliancen Floorball
2025-2026,14393,2025-11-17,20:00,Møllegårdhallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Jægerspris Underducks FC,Herlev FC,3-5,D-Jægerspris Underducks FC .,D-Jægerspris Underducks FC .
2025-2026,14387,2025-12-07,12:00,Damagerhallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Greve Floorball Club,Lyngby FF,6-5,D-Greve FC .,D-Greve FC .
2025-2026,14397,2026-01-04,13:30,Damagerhallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Greve Floorball Club,Jægerspris Underducks FC,7-6,D-Greve FC .,D-Greve FC .
2025-2026,14396,2026-01-18,10:30,Anneks Hallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Herlev FC,Lyngby FF,13-5,D-Herlev Floorball,D-Herlev Floorball
2025-2026,14398,2026-01-23,18:45,Vanløse Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Alliancen Motion,Herlev FC,12-8,D-Vanløse/Alliancen Floorball,D-Vanløse/Alliancen Floorball
2025-2026,14399,2026-01-25,11:00,Lundtofte Idrætsplads og Hal Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Lyngby FF,Greve Floorball Club,7-1,D-Lyngby FF .,D-Lyngby FF .
2025-2026,14400,2026-02-01,10:30,Anneks Hallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Herlev FC,Greve Floorball Club,12-11,D-Herlev Floorball,D-Herlev Floorball
2025-2026,14401,2026-02-02,20:00,Møllegårdhallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Jægerspris Underducks FC,Lyngby FF,10-5,D-Jægerspris Underducks FC .,D-Jægerspris Underducks FC .
2025-2026,14394,2026-03-01,13:45,Damagerhallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Greve Floorball Club,Alliancen Motion,,D-Greve FC .,D-Greve FC .
2025-2026,14403,2026-03-08,10:30,Anneks Hallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Herlev FC,Jægerspris Underducks FC,,D-Herlev Floorball,D-Herlev Floorball
2025-2026,14402,2026-03-08,12:30,Vanløse Hallerne Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Alliancen Motion,Greve Floorball Club,,D-Vanløse/Alliancen Floorball,D-Vanløse/Alliancen Floorball
2025-2026,14404,2026-03-23,20:00,Møllegårdhallen Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Jægerspris Underducks FC,Alliancen Motion,,D-Jægerspris Underducks FC .,D-Jægerspris Underducks FC .
2025-2026,14405,2026-03-29,15:00,Lundtofte Idrætsplads og Hal Hal 1,Mænd,Senior,FLEXRÆKKE HERRER,ØST,Lyngby FF,Herlev FC,,D-Lyngby FF .,D-Lyngby FF .
2025-2026,16977,2026-02-06,15:00,Gormshallen Hal 1,Mænd,Senior,Landskampe,Danmark U17,Danmark U17,Tyskland U17,,,
2025-2026,16980,2026-02-06,18:00,Gormshallen Hal 1,Mænd,Senior,Landskampe,Danmark U17,Danmark U19,Tyskland U19,,,
2025-2026,16978,2026-02-07,15:00,Gormshallen Hal 1,Mænd,Senior,Landskampe,Danmark U17,Danmark U17,Tyskland U17,,,
2025-2026,16981,2026-02-07,18:00,Gormshallen Hal 1,Mænd,Senior,Landskampe,Danmark U17,Danmark U19,Tyskland U19,,,
2025-2026,16979,2026-02-08,09:30,Gormshallen Hal 2,Mænd,Senior,Landskampe,Danmark U17,Danmark U17,Tyskland U17,,,
2025-2026,16982,2026-02-08,14:30,Gormshallen Hal 1,Mænd,Senior,Landskampe,Danmark U17,Danmark U19,Tyskland U19,,,
2025-2026,16958,2026-01-03,16:00,Sportscenter Herning Hal 1,Mænd,Senior,Pokal Final 4 Herrer,Pulje 1,AaB Floorball,Alliancen,3-5,Jannik Engelhardt,Patrick Birckner
2025-2026,16959,2026-01-03,19:00,Sportscenter Herning Hal 1,Mænd,Senior,Pokal Final 4 Herrer,Pulje 1,Sunds Seahawks FC,Rungsted-Hørsholm FK,6-5,Ronni Søderberg Andersen,Troels Arpe-Strøm
2025-2026,16964,2026-01-04,14:30,Sportscenter Herning Hal 1,Mænd,Senior,Pokal Final 4 Herrer FINALE,Pulje 1,Alliancen,Sunds Seahawks FC,4-3,Jannik Engelhardt,Patrick Birckner
2025-2026,16920,2025-09-11,20:00,Engholmhallen Hallen,Mænd,Senior,Pokalturnering,1/16 fra 1/32,Allerød Floorball,Alliancen,0-14,Remi Johansen,Adam Kristoffersen
2025-2026,15214,2025-08-30,14:00,Marienlyst Centret Hal 1,Mænd,Senior,Pokalturnering,1/16 Vest,Odense Floorball Club,Sunds Seahawks FC,2-9,Niels Breitenbach,Rasmus Nielsen
2025-2026,15212,2025-09-16,19:30,Snejbjerg Hallerne Hallen,Mænd,Senior,Pokalturnering,1/16 Vest,Snejbjerg Snipers Floorball,Herning Pirates,9-0,Thomas Højgaard Jensen,Mia Meldgaard Højgaard Jensen
2025-2026,15213,2025-09-16,20:00,Randers Statsskole Hallen,Mænd,Senior,Pokalturnering,1/16 Vest,Randers Raptors FC,Esbjerg Sharks,2-12,Jacob Qvortrup,Paw Friis
2025-2026,15217,2025-09-17,20:00,Brønderslev Hallen Hal 1,Mænd,Senior,Pokalturnering,1/16 Vest,Brønderslev Hot Shots FC,Frederikshavn Blackhawks 2,4-8,Henrik Pedersen,Klaus Holze Thøgersen
2025-2026,15216,2025-09-20,13:00,Tornhøj Idrætscenter Hal 1,Mænd,Senior,Pokalturnering,1/16 Vest,Aalborg Flyers FC,Århus Floorball Klub,0-4,Jacob Frejlev,Andreas Toft Larsen
2025-2026,15210,2025-09-02,20:30,Sundby hallen Hal 3,Mænd,Senior,Pokalturnering,1/16 Øst,Hafnia FC,Vallensbæk Floorball,4-8,Patrick Birckner,Jannik Engelhardt
2025-2026,15206,2025-09-16,19:30,Helsingør Idrætspark Stadion og Haller Hal 2,Mænd,Senior,Pokalturnering,1/16 Øst,Helsingør FT,Copenhagen FC,8-15,Mads Lilleballe Poulsen,Ken Børge Poulsen
2025-2026,15207,2025-09-17,19:45,Rødovre Stadionhal Hal 1,Mænd,Senior,Pokalturnering,1/16 Øst,Rødovre FC,Rungsted-Hørsholm FK,3-4,Adam Kristoffersen,Patrick Birckner
2025-2026,15208,2025-09-18,19:30,Damagerhallen Hal 1,Mænd,Senior,Pokalturnering,1/16 Øst,Greve Floorball Club,Herlev FC,15-2,Troels Arpe-Strøm,Ronni Søderberg Andersen
2025-2026,15205,2025-09-20,14:30,Avedøre Idrætscenter Hal 1,Mænd,Senior,Pokalturnering,1/16 Øst,Hvidovre Attack Floorball Club 1,Benløse FC,4-17,Troels Arpe-Strøm,Ronni Søderberg Andersen
2025-2026,15204,2025-09-21,13:00,Lundtofte Idrætsplads og Hal Hal 1,Mænd,Senior,Pokalturnering,1/16 Øst,Lyngby FF,AK Akademi,3-6,Troels Arpe-Strøm,Ronni Søderberg Andersen
2025-2026,16933,2025-10-01,20:00,Avedøre Idrætscenter Hal 1,Mænd,Senior,Pokalturnering,1/16 Øst,Hvidovre Attack Floorball Club 2,Skælskør Eagles Floorball,5-0,Kamp Aflyst,Kamp Aflyst
2025-2026,15196,2025-08-30,14:00,Vanløse Hallerne Hal 1,Mænd,Senior,Pokalturnering,1/32 Øst,Vanløse Floorball,Allerød Floorball,3-11,Martin Skou Andersen,Martin Kirkholm Madsen
2025-2026,16919,2025-09-16,19:30,Arena Næstved Hal 2,Mænd,Senior,Pokalturnering Herrer 1/32,Pulje 1,HG/Næstved Floorball,Hvidovre Attack Floorball Club 2,2-26,Nicolai Blom,Tommy Hansen
2025-2026,16945,2025-11-19,20:00,Abildgaard Hallen Hal 1,Mænd,Senior,Pokalturnering Herrer 1/4,Vest,Frederikshavn Blackhawks 2,AaB Floorball,0-17,Torben Bach Rafn,Jacob Frejlev
2025-2026,16944,2025-11-20,20:00,Multicenter Sunds Hal 1,Mænd,Senior,Pokalturnering Herrer 1/4,Vest,Sunds Seahawks FC,Frederikshavn Blackhawks 1,6-5 SV,Kim Falgren Vilger,Torben Bach Rafn
2025-2026,16943,2025-11-16,12:30,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,Senior,Pokalturnering Herrer 1/4,ØST,Rungsted-Hørsholm FK,Copenhagen FC,7-3,Remi Johansen,Adam Kristoffersen
2025-2026,16942,2025-11-19,19:00,Vanløse Hallerne Hal 1,Mænd,Senior,Pokalturnering Herrer 1/4,ØST,Alliancen,Benløse FC,6-2,Tobias Pauli Schmidt,Steffen Leholk
2025-2026,16929,2025-10-07,19:30,Snejbjerg Hallerne Hallen,Mænd,Senior,Pokalturnering Herrer 1/8,Vest,Snejbjerg Snipers Floorball,AaB Floorball,1-14,Jacob Qvortrup,Rasmus Haslund
2025-2026,16931,2025-10-07,19:30,TST Aktivcenter Hal 1,Mænd,Senior,Pokalturnering Herrer 1/8,Vest,Århus Floorball Klub,Frederikshavn Blackhawks 1,0-6,Paw Friis,Thomas Højgaard Jensen
