kampId,side,rowIndex,role,number,name,born,status
35329,AWAY,1,,2,Mathias Fischer Hoerby Jensen,,closed
35329,AWAY,2,,4,Lucas Madsen,,closed
35329,AWAY,3,,4,Lucas Madsen,,closed
35329,AWAY,4,,4,Lucas Madsen,,closed
35329,AWAY,5,,5,Simon Damsø,,closed
35329,AWAY,6,,10,Andre Stich,,closed
35329,AWAY,7,,11,Marcus Texius Lysdal,,closed
35329,AWAY,8,,12,Jannik Trolle,,closed
35329,AWAY,9,,14,Nicholas Filthuth,,closed
35329,AWAY,10,,19,Anders Grønborg,,closed
35329,AWAY,11,,21,Casper Lindhardt Christensen,,closed
35329,AWAY,12,,25,Marko W. Krogsgaard,,closed
35329,AWAY,13,,40,Sebastian Visti,,closed
35329,AWAY,14,,41,Rasmus D Hermilly,,closed
35329,AWAY,15,,45,Jonas Nordheim,,closed
35329,AWAY,16,,55,Magnus Bonavent Rasmussen,,closed
35329,AWAY,17,,86,Casper Breitenbach,,closed
35329,AWAY,18,,89,Kenneth Danielsen,,closed
35329,AWAY,19,,90,Malthe Daae Christensen,,closed
35329,AWAY,20,,92,Frederik Kobberup,,closed
35329,AWAY,21,,99,Simon Kristensen,,closed
35345,HOME,0,,7,Jannick Strikert,,closed
35345,HOME,1,,10,Nikolaj Parbo,,closed
35345,HOME,2,,11,Jonas Palm,,closed
35345,HOME,3,,14,Thomas Hviid,,closed
35345,HOME,4,,20,Michael Werdelin,,closed
35345,HOME,5,,22,Peter Steen Jensen,,closed
35345,HOME,6,,26,Frederik Trier Møller,,closed
35345,HOME,7,,28,Ole Tougaard,,closed
35345,HOME,8,,29,Thomas Hvims,,closed
35345,HOME,9,,44,Philippe Nielsen,,closed
35345,HOME,10,,49,Kristian Kirk,,closed
35345,HOME,11,,63,Lars Meyer,,closed
35345,HOME,12,,66,Jeppe Trier,,closed
35345,HOME,13,,70,Johan Hagne,,closed
35345,HOME,14,,71,Ondrej Ceska,,closed
35345,HOME,15,,72,Kim Thobiassen,,closed
35345,HOME,16,,72,Jesper Bjørneboe,,closed
35345,HOME,17,,81,Jesper Schow,,closed
35345,HOME,18,,92,Emil Andersson,,closed
35345,AWAY,0,,1,Rasmus Børger Petersen,,closed
35345,AWAY,1,,3,Charlie Petersen,,closed
35345,AWAY,2,,4,Tobias Børger Petersen,,closed
35345,AWAY,3,,5,Bertram Valiant Vinther,,closed
35345,AWAY,4,,9,Frederik Mads Pil,,closed
35345,AWAY,5,,17,Jonathan Stausholm Carlsen,,closed
35345,AWAY,6,,20,Noel Donde,,closed
35345,AWAY,7,,22,Christian Holmsteen,,closed
35345,AWAY,8,,23,Tobias Alexander Jensen,,closed
35345,AWAY,9,,27,Villads Bech Crawfurd,,closed
35345,AWAY,10,,31,Kasper Abildgaard,,closed
35345,AWAY,11,,41,Rasmus Lilleballe Poulsen,,closed
35345,AWAY,12,,42,Magnus Bidstrup-Mynster,,closed
35345,AWAY,13,,50,Mikkel Riis,,closed
35345,AWAY,14,,63,Kalle Tamminen,,closed
35345,AWAY,15,,77,Victor Holmsteen,,closed
35345,AWAY,16,,88,Bertram Carlsen,,closed
35334,HOME,0,,1,Rasmus Børger Petersen,,closed
35334,HOME,1,,3,Charlie Petersen,,closed
35334,HOME,2,,4,Tobias Børger Petersen,,closed
35334,HOME,3,,5,Bertram Valiant Vinther,,closed
35334,HOME,4,,9,Frederik Mads Pil,,closed
35334,HOME,5,,17,Jonathan Stausholm Carlsen,,closed
35334,HOME,6,,20,Noel Donde,,closed
35334,HOME,7,,22,Christian Holmsteen,,closed
35334,HOME,8,,27,Villads Bech Crawfurd,,closed
35334,HOME,9,,31,Kasper Abildgaard,,closed
35334,HOME,10,,41,Rasmus Lilleballe Poulsen,,closed
35334,HOME,11,,42,Magnus Bidstrup-Mynster,,closed
35334,HOME,12,,50,Mikkel Riis,,closed
35334,HOME,13,,63,Kalle Tamminen,,closed
35334,HOME,14,,69,Elias Ford Holmberg,,closed
35334,HOME,15,,77,Victor Holmsteen,,closed
35334,HOME,16,,88,Bertram Carlsen,,closed
35334,HOME,17,,97,Rasmus Engelhardt Frie,,closed
35334,AWAY,0,,2,Jakob Ohlsson,,closed
35334,AWAY,1,,3,Jon Precht-Sparre,,closed
35334,AWAY,2,,8,Patrick Falkenberg Møller,,closed
35334,AWAY,3,,10,Mads Kristensen,,closed
35334,AWAY,4,,15,Jacob Hansen,,closed
35334,AWAY,5,,16,Rasmus Bømervang,,closed
35334,AWAY,6,,17,Jannik L. Dalkvist,,closed
35334,AWAY,7,,24,Jonas Hvid Nielsen,,closed
35334,AWAY,8,,28,Victor Toftebjerg,,closed
35334,AWAY,9,,43,Oliver Ruud,,closed
35334,AWAY,10,,53,August Lunddahl Mathiassen,,closed
35334,AWAY,11,,77,Andreas Kleczewski,,closed
35334,AWAY,12,,79,Jacob Stenkilde,,closed
35334,AWAY,13,,87,Oliver Madsen,,closed
35334,AWAY,14,,88,Magnus Møller,,closed
35334,AWAY,15,,89,Rasmus Schjerlund Nielsen,,closed
35335,HOME,0,,5,Elias Suensen,,closed
35335,HOME,1,,10,Jeppe Huscher Andersen,,closed
35335,HOME,2,,11,Zimon Peters,,closed
35335,HOME,3,,13,Mikkel Juul Gøbel,,closed
35335,HOME,4,,24,Mikkel Benjamin Christensen,,closed
35335,HOME,5,,36,Mathias De Fries Olderkjær,,closed
35335,HOME,6,,40,Mathias Vestergaard,,closed
35335,HOME,7,,41,Philip Monin-Vangaa,,closed
35335,HOME,8,,44,Nikolaj Brixager,,closed
35335,HOME,9,,55,David Mathiasen,,closed
35335,HOME,10,,56,Jonas Kahn Prætorius Jørgensen,,closed
35335,HOME,11,,66,Jonas Mønsted,,closed
35335,HOME,12,,74,Nicholas Maccabe,,closed
35335,HOME,13,,75,Mark Bertram,,closed
35335,HOME,14,,87,Milan Adam,,closed
35335,HOME,15,,90,Nicolai Børner,,closed
35335,HOME,16,,98,Mathias Mortensen,,closed
35335,AWAY,0,,2,Kristina Kristensen,,closed
35335,AWAY,1,,7,Jannick Strikert,,closed
35335,AWAY,2,,11,Jonas Palm,,closed
35335,AWAY,3,,14,Thomas Hviid,,closed
35335,AWAY,4,,20,Michael Werdelin,,closed
35335,AWAY,5,,22,Peter Steen Jensen,,closed
35335,AWAY,6,,24,Magnus Bonne Lindevall,,closed
35335,AWAY,7,,26,Frederik Trier Møller,,closed
35335,AWAY,8,,28,Ole Tougaard,,closed
35335,AWAY,9,,44,Philippe Nielsen,,closed
35335,AWAY,10,,49,Kristian Kirk,,closed
35335,AWAY,11,,59,Kim Thobiassen,,closed
35335,AWAY,12,,66,Jesper Schow,,closed
35335,AWAY,13,,97,Mads Voldum,,closed
35980,HOME,0,,6,Jonas Emil Kristensen,,closed
35980,HOME,1,,8,Vinoth Sivapalan,,closed
35980,HOME,2,,9,Victor Overholt,,closed
35980,HOME,3,,15,Nicklas Hedemand,,closed
35980,HOME,4,,18,Jacob Jensen Christensen,,closed
35980,HOME,5,,28,Emil Brouer Enevoldsen,,closed
35980,HOME,6,,31,Christoffer Ray Klindtworth,,closed
35980,HOME,7,,38,Mathias Thode Ostenfeld,,closed
35980,HOME,8,,62,Gustav Johannes Chatterton,,closed
35980,HOME,9,,66,Anton Bendsen,,closed
35980,HOME,10,,72,Peter Brandt Vand,,closed
35980,HOME,11,,77,Simon Lysdahl Sørensen,,closed
35980,HOME,12,,88,Vitus Kuskegaard,,closed
35980,AWAY,0,,1,Mathias Saaby Hjelm,,closed
35980,AWAY,1,,3,Emil Winther Pedersen,,closed
35980,AWAY,2,,6,Kasper Kajgaard,,closed
35980,AWAY,3,,7,Kasper Kærgaard Jerup,,closed
35980,AWAY,4,,10,Emil Kajgaard,,closed
35980,AWAY,5,,14,Anton Madsen,,closed
35980,AWAY,6,,15,Niklas Juul Jensen,,closed
35980,AWAY,7,,17,Anders Tengnagel,,closed
35980,AWAY,8,,22,Simon Erlandsen,,closed
35980,AWAY,9,,25,Jesper Schmidt,,closed
35980,AWAY,10,,27,Rasmus Bengtsson,,closed
35980,AWAY,11,,31,Marcus Fuglsang Sørensen,,closed
35980,AWAY,12,,60,Rasmus Overgaard,,closed
35980,AWAY,13,,71,Magnus Nyeng Jensen,,closed
35980,AWAY,14,,81,Kasper Jensen,,closed
35980,AWAY,15,,92,Nicolai Flyvholm Pedersen,,closed
35980,AWAY,16,,95,Frederik Lentz,,closed
35980,AWAY,17,,98,Rasmus Larsen,,closed
35336,HOME,0,,1,Andreas Nielsen Kielsen,,closed
35336,HOME,1,,2,Søren Jønsson,,closed
35336,HOME,2,,7,Anders Sørensen,,closed
35336,HOME,3,,10,Jakub Lyskawa,,closed
35336,HOME,4,,11,Kristers Kuznecovs,,closed
35336,HOME,5,,13,Viktor Heinrichas,,closed
35336,HOME,6,,15,Morten Ketelsen,,closed
35336,HOME,7,,17,Valdemar Jarløv,,closed
35336,HOME,8,,18,Julius Kjærgaard,,closed
35336,HOME,9,,25,Nicolai Dahl Christiansen,,closed
35336,HOME,10,,27,Alexander Tritsaris,,closed
35336,HOME,11,,30,Sophus Gormsen,,closed
35336,HOME,12,,48,Christian Espensen,,closed
35336,HOME,13,,71,Emils Ziverts,,closed
35336,HOME,14,,87,Nikolaj Hommel,,closed
35336,HOME,15,,96,Kasper Kofoed,,closed
35336,AWAY,0,,2,Simon Lehnert,,closed
35336,AWAY,1,,3,Fredrik Azelius,,closed
35336,AWAY,2,,7,Niclas Hansen,,closed
35336,AWAY,3,,10,Otto Ray Hernandez,,closed
35336,AWAY,4,,16,Sophus Ørnskov,,closed
35336,AWAY,5,,18,Kristoffer Fält,,closed
35336,AWAY,6,,19,Christian Niekrenz,,closed
35336,AWAY,7,,20,Tobias Gade Langsted,,closed
35336,AWAY,8,,23,Nicky Hindberg Clemmensen,,closed
35336,AWAY,9,,24,Christian Høj,,closed
35336,AWAY,10,,48,Nicklas Møller,,closed
35336,AWAY,11,,67,Daniel Mac Cabe,,closed
35336,AWAY,12,,91,Lucas Sødergaard,,closed
35336,AWAY,13,,97,Daniel Hedegaard,,closed
35336,AWAY,14,,98,Jonas Bjerring Scherfig,,closed
35958,HOME,0,,1,Mike Grunnet Bing,,closed
35958,HOME,1,,5,Frederik Waller,,closed
35958,HOME,2,,6,Niklas Dahl,,closed
35958,HOME,3,,8,Nicklas Christoffersen,,closed
35958,HOME,4,,9,Niklas Skals Weedel Knøsen,,closed
35958,HOME,5,,10,Frederik Bøcker Jensen,,closed
35958,HOME,6,,13,Steffen Neve Dahl Jensen,,closed
35958,HOME,7,,15,Jannick Christoffersen,,closed
35958,HOME,8,,20,Hans Glad,,closed
35958,HOME,9,,21,Pauls Skuja,,closed
35958,HOME,10,,22,Michael Lykke,,closed
35958,HOME,11,,31,Rasmus Rasmussen,,closed
35958,HOME,12,,31,Rasmus Rasmussen,,closed
35958,HOME,13,,45,Jesper Lykke,,closed
35958,HOME,14,,73,Andrej Nociar,,closed
35958,HOME,15,,97,Casper Beck Nielsen,,closed
35958,AWAY,0,,1,Mathias Holm Mikkelsen,,closed
35958,AWAY,1,,5,Kristoffer Handgaard,,closed
35958,AWAY,2,,6,Theis Hedegaard Lauridsen,,closed
35958,AWAY,3,,7,Simon Møller,,closed
35958,AWAY,4,,14,Mathias Lauridsen,,closed
35958,AWAY,5,,15,Andre Van Enckevort,,closed
35958,AWAY,6,,17,Johan Selleby,,closed
35958,AWAY,7,,23,Kristian Gadegaard,,closed
35958,AWAY,8,,24,Mikkel Falsig,,closed
35958,AWAY,9,,25,Jonas Højmark,,closed
35958,AWAY,10,,27,Nicholas Holm Mikkelsen,,closed
35958,AWAY,11,,37,Frederik Kjelgaard,,closed
35958,AWAY,12,,70,Viktor Nielsen,,closed
35958,AWAY,13,,72,Daniel Ravn,,closed
35958,AWAY,14,,74,Jeppe Kjærsgaard,,closed
35958,AWAY,15,,77,Mikkel Skov Nielsen,,closed
35958,AWAY,16,,97,Morten Handgaard,,closed
35339,HOME,0,,1,Mike Trolle Lind,,closed
35339,HOME,1,,2,Mathias Fischer Hoerby Jensen,,closed
35339,HOME,2,,4,Lucas Madsen,,closed
35339,HOME,3,,5,Simon Damsø,,closed
35339,HOME,4,,10,Andre Stich,,closed
35339,HOME,5,,11,Marcus Texius Lysdal,,closed
35339,HOME,6,,12,Jannik Trolle,,closed
35339,HOME,7,,14,Nicholas Filthuth,,closed
35339,HOME,8,,19,Anders Grønborg,,closed
35339,HOME,9,,21,Casper Lindhardt Christensen,,closed
35339,HOME,10,,25,Marko W. Krogsgaard,,closed
35339,HOME,11,,40,Sebastian Visti,,closed
35339,HOME,12,,41,Rasmus D Hermilly,,closed
35339,HOME,13,,45,Jonas Nordheim,,closed
35339,HOME,14,,55,Magnus Bonavent Rasmussen,,closed
35339,HOME,15,,86,Casper Breitenbach,,closed
35339,HOME,16,,89,Kenneth Danielsen,,closed
35339,HOME,17,,90,Malthe Daae Christensen,,closed
35339,HOME,18,,92,Frederik Kobberup,,closed
35339,HOME,19,,99,Simon Kristensen,,closed
35339,AWAY,0,,7,Jannick Strikert,,closed
35339,AWAY,1,,10,Nikolaj Parbo,,closed
35339,AWAY,2,,11,Jonas Palm,,closed
35339,AWAY,3,,14,Thomas Hviid,,closed
35339,AWAY,4,,20,Michael Werdelin,,closed
35339,AWAY,5,,22,Peter Steen Jensen,,closed
35339,AWAY,6,,24,Magnus Bonne Lindevall,,closed
35339,AWAY,7,,26,Frederik Trier Møller,,closed
35339,AWAY,8,,28,Ole Tougaard,,closed
35339,AWAY,9,,44,Philippe Nielsen,,closed
35339,AWAY,10,,49,Kristian Kirk,,closed
35339,AWAY,11,,59,Kim Thobiassen,,closed
35339,AWAY,12,,66,Jeppe Trier,,closed
35339,AWAY,13,,70,Johan Hagne,,closed
35339,AWAY,14,,71,Ondrej Ceska,,closed
35339,AWAY,15,,72,Jesper Bjørneboe,,closed
35339,AWAY,16,,81,Jesper Schow,,closed
35338,HOME,0,,2,Simon Lehnert,,closed
35338,HOME,1,,3,Fredrik Azelius,,closed
35338,HOME,2,,7,Niclas Hansen,,closed
35338,HOME,3,,10,Otto Ray Hernandez,,closed
35338,HOME,4,,14,Kasper Nørregaard,,closed
35338,HOME,5,,16,Sophus Ørnskov,,closed
35338,HOME,6,,18,Kristoffer Fält,,closed
35338,HOME,7,,19,Christian Niekrenz,,closed
35338,HOME,8,,20,Tobias Gade Langsted,,closed
35338,HOME,9,,23,Nicky Hindberg Clemmensen,,closed
35338,HOME,10,,48,Nicklas Møller,,closed
35338,HOME,11,,67,Daniel Mac Cabe,,closed
35338,HOME,12,,77,Andreas Walther,,closed
35338,HOME,13,,88,Rasmus Ravn,,closed
35338,HOME,14,,91,Lucas Sødergaard,,closed
35338,HOME,15,,97,Daniel Hedegaard,,closed
35338,HOME,16,,98,Jonas Bjerring Scherfig,,closed
35338,AWAY,0,,2,Jakob Ohlsson,,closed
35338,AWAY,1,,3,Jon Precht-Sparre,,closed
35338,AWAY,2,,8,Patrick Falkenberg Møller,,closed
35338,AWAY,3,,10,Mads Kristensen,,closed
35338,AWAY,4,,16,Rasmus Bømervang,,closed
35338,AWAY,5,,17,Jannik L. Dalkvist,,closed
35338,AWAY,6,,19,Oliver Ruud,,closed
35338,AWAY,7,,24,Jonas Hvid Nielsen,,closed
35338,AWAY,8,,53,August Lunddahl Mathiassen,,closed
35338,AWAY,9,,77,Andreas Kleczewski,,closed
35338,AWAY,10,,79,Jacob Stenkilde,,closed
35338,AWAY,11,,87,Oliver Madsen,,closed
35338,AWAY,12,,88,Magnus Møller,,closed
35338,AWAY,13,,89,Rasmus Schjerlund Nielsen,,closed
35342,HOME,0,,1,Andreas Nielsen Kielsen,,closed
35342,HOME,1,,2,Søren Jønsson,,closed
35342,HOME,2,,3,Thomas Jensen,,closed
35342,HOME,3,,7,Anders Sørensen,,closed
35342,HOME,4,,8,Gustav Damgaard Larsen,,closed
35342,HOME,5,,9,Frederik Usterud,,closed
35342,HOME,6,,10,Jakub Lyskawa,,closed
35342,HOME,7,,11,Kristers Kuznecovs,,closed
35342,HOME,8,,13,Viktor Heinrichas,,closed
35342,HOME,9,,15,Morten Ketelsen,,closed
35342,HOME,10,,17,Valdemar Jarløv,,closed
35342,HOME,11,,18,Julius Kjærgaard,,closed
35342,HOME,12,,19,William Palmqvist,,closed
35342,HOME,13,,25,Nicolai Dahl Christiansen,,closed
35342,HOME,14,,27,Alexander Tritsaris,,closed
35342,HOME,15,,30,Sophus Gormsen,,closed
35342,HOME,16,,48,Christian Espensen,,closed
35342,HOME,17,,71,Emils Ziverts,,closed
35342,HOME,18,,87,Nikolaj Hommel,,closed
35342,HOME,19,,96,Kasper Kofoed,,closed
35342,AWAY,0,,1,Tim Bek,,closed
35342,AWAY,1,,2,Jakob Ohlsson,,closed
35342,AWAY,2,,8,Patrick Falkenberg Møller,,closed
35342,AWAY,3,,16,Rasmus Bømervang,,closed
35342,AWAY,4,,17,Jannik L. Dalkvist,,closed
35342,AWAY,5,,24,Jonas Hvid Nielsen,,closed
35342,AWAY,6,,53,August Lunddahl Mathiassen,,closed
35342,AWAY,7,,77,Andreas Kleczewski,,closed
35342,AWAY,8,,79,Jacob Stenkilde,,closed
35342,AWAY,9,,87,Oliver Madsen,,closed
35342,AWAY,10,,88,Magnus Møller,,closed
35342,AWAY,11,,89,Rasmus Schjerlund Nielsen,,closed
35340,HOME,0,,7,Niclas Hansen,,closed
35340,HOME,1,,10,Otto Ray Hernandez,,closed
35340,HOME,2,,14,Kasper Nørregaard,,closed
35340,HOME,3,,16,Sophus Ørnskov,,closed
35340,HOME,4,,18,Kristoffer Fält,,closed
35340,HOME,5,,19,Christian Niekrenz,,closed
35340,HOME,6,,23,Nicky Hindberg Clemmensen,,closed
35340,HOME,7,,27,Tobias Gade Langsted,,closed
35340,HOME,8,,48,Nicklas Møller,,closed
35340,HOME,9,,67,Daniel Mac Cabe,,closed
35340,HOME,10,,77,Andreas Walther,,closed
35340,HOME,11,,88,Rasmus Ravn,,closed
35340,HOME,12,,91,Lucas Sødergaard,,closed
35340,HOME,13,,98,Jonas Bjerring Scherfig,,closed
35340,AWAY,0,,4,Malthe Kjær,,closed
35340,AWAY,1,,5,Elias Suensen,,closed
35340,AWAY,2,,10,Jeppe Huscher Andersen,,closed
35340,AWAY,3,,11,Zimon Peters,,closed
35340,AWAY,4,,13,Mikkel Juul Gøbel,,closed
35340,AWAY,5,,24,Mikkel Benjamin Christensen,,closed
35340,AWAY,6,,32,Jonas Gylling,,closed
35340,AWAY,7,,36,Mathias De Fries Olderkjær,,closed
35340,AWAY,8,,40,Mathias Vestergaard,,closed
35340,AWAY,9,,41,Philip Monin-Vangaa,,closed
35340,AWAY,10,,44,Nikolaj Brixager,,closed
35340,AWAY,11,,55,David Mathiasen,,closed
35340,AWAY,12,,56,Jonas Kahn Prætorius Jørgensen,,closed
35340,AWAY,13,,66,Jonas Mønsted,,closed
35340,AWAY,14,,74,Nicholas Maccabe,,closed
35340,AWAY,15,,75,Mark Bertram,,closed
35340,AWAY,16,,87,Milan Adam,,closed
35340,AWAY,17,,90,Nicolai Børner,,closed
35340,AWAY,18,,98,Mathias Mortensen,,closed
35341,HOME,0,,1,Mike Trolle Lind,,closed
35341,HOME,1,,2,Mathias Fischer Hoerby Jensen,,closed
35341,HOME,2,,4,Lucas Madsen,,closed
35341,HOME,3,,5,Simon Damsø,,closed
35341,HOME,4,,10,Andre Stich,,closed
35341,HOME,5,,11,Marcus Texius Lysdal,,closed
35341,HOME,6,,12,Jannik Trolle,,closed
35341,HOME,7,,14,Nicholas Filthuth,,closed
35341,HOME,8,,17,Rasmus D Hermilly,,closed
35341,HOME,9,,19,Anders Grønborg,,closed
35341,HOME,10,,21,Casper Lindhardt Christensen,,closed
35341,HOME,11,,25,Marko W. Krogsgaard,,closed
35341,HOME,12,,40,Sebastian Visti,,closed
35341,HOME,13,,45,Jonas Nordheim,,closed
35341,HOME,14,,55,Magnus Bonavent Rasmussen,,closed
35341,HOME,15,,86,Casper Breitenbach,,closed
35341,HOME,16,,89,Kenneth Danielsen,,closed
35341,HOME,17,,90,Malthe Daae Christensen,,closed
35341,HOME,18,,92,Frederik Kobberup,,closed
35341,HOME,19,,99,Simon Kristensen,,closed
35341,AWAY,0,,1,Rasmus Børger Petersen,,closed
35341,AWAY,1,,3,Charlie Petersen,,closed
35341,AWAY,2,,4,Tobias Børger Petersen,,closed
35341,AWAY,3,,5,Bertram Valiant Vinther,,closed
35341,AWAY,4,,9,Frederik Mads Pil,,closed
35341,AWAY,5,,14,Josef Adnan,,closed
35341,AWAY,6,,17,Jonathan Stausholm Carlsen,,closed
35341,AWAY,7,,20,Noel Donde,,closed
35341,AWAY,8,,22,Christian Holmsteen,,closed
35341,AWAY,9,,27,Villads Bech Crawfurd,,closed
35341,AWAY,10,,31,Kasper Abildgaard,,closed
35341,AWAY,11,,41,Rasmus Lilleballe Poulsen,,closed
35341,AWAY,12,,42,Magnus Bidstrup-Mynster,,closed
35341,AWAY,13,,63,Kalle Tamminen,,closed
35341,AWAY,14,,69,Elias Ford Holmberg,,closed
35341,AWAY,15,,88,Bertram Carlsen,,closed
35341,AWAY,16,,97,Rasmus Engelhardt Frie,,closed
35337,HOME,0,,1,Rasmus Børger Petersen,,closed
35337,HOME,1,,3,Charlie Petersen,,closed
35337,HOME,2,,5,Bertram Valiant Vinther,,closed
35337,HOME,3,,9,Frederik Mads Pil,,closed
35337,HOME,4,,17,Jonathan Stausholm Carlsen,,closed
35337,HOME,5,,20,Noel Donde,,closed
35337,HOME,6,,22,Christian Holmsteen,,closed
35337,HOME,7,,27,Villads Bech Crawfurd,,closed
35337,HOME,8,,31,Kasper Abildgaard,,closed
35337,HOME,9,,41,Rasmus Lilleballe Poulsen,,closed
35337,HOME,10,,42,Magnus Bidstrup-Mynster,,closed
35337,HOME,11,,50,Mikkel Riis,,closed
35337,HOME,12,,63,Kalle Tamminen,,closed
35337,HOME,13,,69,Elias Ford Holmberg,,closed
35337,HOME,14,,77,Victor Holmsteen,,closed
35337,HOME,15,,88,Bertram Carlsen,,closed
35337,HOME,16,,97,Rasmus Engelhardt Frie,,closed
35337,AWAY,0,,4,Malthe Kjær,,closed
35337,AWAY,1,,5,Elias Suensen,,closed
35337,AWAY,2,,6,Rasmus Rask Kjær Poulsen,,closed
35337,AWAY,3,,10,Jeppe Huscher Andersen,,closed
35337,AWAY,4,,11,Zimon Peters,,closed
35337,AWAY,5,,24,Mikkel Benjamin Christensen,,closed
35337,AWAY,6,,32,Jonas Gylling,,closed
35337,AWAY,7,,36,Mathias De Fries Olderkjær,,closed
35337,AWAY,8,,40,Mathias Vestergaard,,closed
35337,AWAY,9,,41,Philip Monin-Vangaa,,closed
35337,AWAY,10,,44,Nikolaj Brixager,,closed
35337,AWAY,11,,55,David Mathiasen,,closed
35337,AWAY,12,,56,Jonas Kahn Prætorius Jørgensen,,closed
35337,AWAY,13,,66,Jonas Mønsted,,closed
35337,AWAY,14,,74,Nicholas Maccabe,,closed
35337,AWAY,15,,75,Mark Bertram,,closed
35337,AWAY,16,,87,Milan Adam,,closed
35337,AWAY,17,,90,Nicolai Børner,,closed
35337,AWAY,18,,98,Mathias Mortensen,,closed
35989,HOME,0,,9,Victor Overholt,,closed
35989,HOME,1,,15,Nicklas Hedemand,,closed
35989,HOME,2,,18,Jacob Jensen Christensen,,closed
35989,HOME,3,,28,Emil Brouer Enevoldsen,,closed
35989,HOME,4,,31,Christoffer Ray Klindtworth,,closed
35989,HOME,5,,38,Mathias Thode Ostenfeld,,closed
35989,HOME,6,,55,Oskar Bendsen,,closed
35989,HOME,7,,62,Gustav Johannes Chatterton,,closed
35989,HOME,8,,66,Anton Bendsen,,closed
35989,HOME,9,,72,Peter Brandt Vand,,closed
35989,HOME,10,,77,Simon Lysdahl Sørensen,,closed
35989,HOME,11,,88,Vitus Kuskegaard,,closed
35989,HOME,12,,90,Jonas Palner Jensen,,closed
35989,AWAY,0,,3,Gustav Hviid,,closed
35989,AWAY,1,,4,Jonas Sønderby,,closed
35989,AWAY,2,,5,Mads Sanderhoff,,closed
35989,AWAY,3,,9,Mads Bundgaard Poulsen,,closed
35989,AWAY,4,,10,Aleksander Nørgaard,,closed
35989,AWAY,5,,11,Nicolai Højen Bertelsen,,closed
35989,AWAY,6,,12,Malthe Saaby Hjelm,,closed
35989,AWAY,7,,14,Frederik Sanderhoff,,closed
35989,AWAY,8,,15,Mathias Olesen,,closed
35989,AWAY,9,,27,Nicklaes André,,closed
35989,AWAY,10,,29,Oliver Frost,,closed
35989,AWAY,11,,31,Noa Læsø,,closed
35989,AWAY,12,,38,Oliver Laurits Bisgaard Vestermann,,closed
35989,AWAY,13,,56,Gustav Kibsdal,,closed
35989,AWAY,14,,56,Gustav Kibsdal,,closed
35989,AWAY,15,,65,Thais Olesen Sørensen,,closed
35989,AWAY,16,,88,Rasmus Høegh Mortensen,,closed
35952,HOME,0,,1,Mathias Holm Mikkelsen,,closed
35952,HOME,1,,5,Kristoffer Handgaard,,closed
35952,HOME,2,,6,Theis Hedegaard Lauridsen,,closed
35952,HOME,3,,7,Simon Møller,,closed
35952,HOME,4,,9,Simon Lauridsen,,closed
35952,HOME,5,,14,Mathias Lauridsen,,closed
35952,HOME,6,,15,Andre Van Enckevort,,closed
35952,HOME,7,,17,Johan Selleby,,closed
35952,HOME,8,,18,Daniel Ravn,,closed
35952,HOME,9,,23,Kristian Gadegaard,,closed
35952,HOME,10,,24,Mikkel Falsig,,closed
35952,HOME,11,,25,Jonas Højmark,,closed
35952,HOME,12,,27,Nicholas Holm Mikkelsen,,closed
35952,HOME,13,,37,Frederik Kjelgaard,,closed
35952,HOME,14,,61,Søren Olesen,,closed
35952,HOME,15,,70,Viktor Nielsen,,closed
35952,HOME,16,,71,Mads Lindbjerg Jespersen,,closed
35952,HOME,17,,74,Jeppe Kjærsgaard,,closed
35952,HOME,18,,77,Mikkel Skov Nielsen,,closed
35952,HOME,19,,97,Morten Handgaard,,closed
35952,AWAY,0,,1,Mathias Saaby Hjelm,,closed
35952,AWAY,1,,4,Viktor Gade,,closed
35952,AWAY,2,,6,Kasper Kajgaard,,closed
35952,AWAY,3,,7,Søren Bjerregaard,,closed
35952,AWAY,4,,9,Frederik Tronderup Nielsen,,closed
35952,AWAY,5,,10,Emil Kajgaard,,closed
35952,AWAY,6,,14,Anton Madsen,,closed
35952,AWAY,7,,17,Anders Tengnagel,,closed
35952,AWAY,8,,22,Simon Erlandsen,,closed
35952,AWAY,9,,23,Dennis Torp,,closed
35952,AWAY,10,,25,Jesper Schmidt,,closed
35952,AWAY,11,,27,Rasmus Bengtsson,,closed
35952,AWAY,12,,60,Rasmus Overgaard,,closed
35952,AWAY,13,,69,Mathias Hansen,,closed
35952,AWAY,14,,71,Magnus Nyeng Jensen,,closed
35952,AWAY,15,,88,Mads Larsen,,closed
35952,AWAY,16,,91,Niklas Andersen,,closed
35952,AWAY,17,,92,Nicolai Flyvholm Pedersen,,closed
35952,AWAY,18,,95,Frederik Lentz,,closed
35952,AWAY,19,,98,Rasmus Larsen,,closed
35344,HOME,0,,1,Andreas Nielsen Kielsen,,closed
35344,HOME,1,,2,Søren Jønsson,,closed
35344,HOME,2,,3,Thomas Veenman Jensen,,closed
35344,HOME,3,,7,Anders Sørensen,,closed
35344,HOME,4,,8,Gustav Damgaard Larsen,,closed
35344,HOME,5,,9,Frederik Usterud,,closed
35344,HOME,6,,10,Jakub Lyskawa,,closed
35344,HOME,7,,13,Viktor Heinrichas,,closed
35344,HOME,8,,17,Valdemar Jarløv,,closed
35344,HOME,9,,18,Julius Kjærgaard,,closed
35344,HOME,10,,25,Nicolai Dahl Christiansen,,closed
