KampNr,Kamp,Dato,KampID,Sæson,Stadie,Periode,teamid,number,Event,Nummer,Spiller,Tid
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29502,0,Assist,97,Morten Handgaard,2450
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29502,1,Goal,71,Mads Lindbjerg Jespersen,2450
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29503,1,Goal,31,Christoffer Ray Klindtworth,2671
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29503,0,Assist,9,Victor Overholt,2671
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29502,1,Goal,77,Mikkel Skov Nielsen,2830
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29502,0,Assist,71,Mads Lindbjerg Jespersen,2830
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29502,0,Assist,77,Mikkel Skov Nielsen,3014
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29502,1,Goal,97,Morten Handgaard,3014
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29503,207,Penalty,9,Victor Overholt,3332
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29503,504,Penalty,31,Christoffer Ray Klindtworth,3524
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29503,302,Penalty,31,Christoffer Ray Klindtworth,3524
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29503,207,Penalty,9,Victor Overholt,3524
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29502,504,Penalty,72,Daniel Ravn,3524
40001591,ÅFK - Sunds Seahawks,44842,35961,20222023,Grundspil,3,29502,302,Penalty,72,Daniel Ravn,3524
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29505,1,Goal,92,Nicolai Flyvholm Pedersen,588
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29505,0,Assist,14,Anton Madsen,588
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29506,207,Penalty,44,Nicklaes André,605
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29505,0,Assist,10,Emil Kajgaard,639
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29505,1,Goal,15,Niklas Juul Jensen,639
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29506,0,Assist,15,Mathias Olesen,777
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29506,1,Goal,63,Kevin Linnerup,777
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29506,201,Penalty,27,Aleksander Nørgaard,911
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29505,1,Goal,10,Emil Kajgaard,1025
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,1,29505,0,Assist,60,Rasmus Overgaard,1025
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,1,Goal,22,Simon Erlandsen,1475
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,0,Assist,60,Rasmus Overgaard,1475
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,0,Assist,92,Nicolai Flyvholm Pedersen,1496
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,1,Goal,88,Mads Larsen,1496
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,1,Goal,10,Emil Kajgaard,1522
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,0,Assist,98,Rasmus Larsen,1522
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,0,Assist,71,Magnus Nyeng Jensen,1546
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,1,Goal,95,Frederik Lentz,1546
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,0,Assist,22,Simon Erlandsen,2322
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,2,29505,1,Goal,95,Frederik Lentz,2322
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,213,Penalty,5,Tue Zinn Sund,2706
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,1,Goal,4,Viktor Gade,2860
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,0,Assist,5,Tue Zinn Sund,2860
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,1,Goal,10,Emil Kajgaard,2909
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,0,Assist,60,Rasmus Overgaard,2909
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,0,Assist,9,Frederik Tronderup Nielsen,2965
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,1,Goal,17,Anders Tengnagel,2965
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,1,Goal,17,Anders Tengnagel,3124
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,0,Assist,88,Mads Larsen,3124
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,1,Goal,10,Emil Kajgaard,3188
40001593,BFC Vendsyssel - Blackhawks,44842,35963,20222023,Grundspil,3,29505,0,Assist,15,Niklas Juul Jensen,3188
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,1,29501,201,Penalty,31,Rasmus Rasmussen,240
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,1,29506,1,Goal,44,Nicklaes André,1108
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,1,29506,1,Goal,36,Noa Læsø,1196
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29506,217,Penalty,19,Jonas Sønderby,1420
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29501,1,Goal,15,Jannick Christoffersen,1696
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29501,0,Assist,8,Nicklas Christoffersen,1696
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29506,0,Assist,44,Nicklaes André,1792
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29506,1,Goal,27,Aleksander Nørgaard,1792
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29506,1,Goal,36,Noa Læsø,1958
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29501,1,Goal,15,Jannick Christoffersen,2102
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29501,0,Assist,22,Michael Lykke,2102
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,2,29501,208,Penalty,97,Casper Beck Nielsen,2332
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29501,207,Penalty,8,Nicklas Christoffersen,2769
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29501,1,Goal,8,Nicklas Christoffersen,2965
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29501,0,Assist,31,Rasmus Rasmussen,2965
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29501,1,Goal,15,Jannick Christoffersen,3099
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29501,0,Assist,31,Rasmus Rasmussen,3099
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29501,208,Penalty,21,Jesper Lykke,3168
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29506,0,Assist,36,Noa Læsø,3522
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29506,1,Goal,27,Aleksander Nørgaard,3522
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29501,0,Time-Out,,,3522
40001596,BFC Vendsyssel - Aab,44846,35966,20222023,Grundspil,3,29506,1,Goal,36,Noa Læsø,3561
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,0,Assist,10,Emil Kajgaard,1843
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,1,Goal,92,Nicolai Flyvholm Pedersen,1843
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,1,Goal,9,Frederik Tronderup Nielsen,1999
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,0,Assist,23,Dennis torp,2305
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,1,Goal,92,Nicolai Flyvholm Pedersen,2305
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,208,Penalty,9,Frederik Tronderup Nielsen,2320
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,1,Goal,10,Emil Kajgaard,2363
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,0,Assist,60,Rasmus Overgaard,2363
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,2,29505,1,Goal,98,Rasmus Larsen,2378
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29502,1,Goal,77,Mikkel Skov Nielsen,2438
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29502,0,Assist,97,Morten Handgaard,2438
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,1,Goal,9,Frederik Tronderup Nielsen,2576
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,0,Assist,60,Rasmus Overgaard,2576
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29502,1,Goal,77,Mikkel Skov Nielsen,2653
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,208,Penalty,17,Anders Tengnagel,2713
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29502,208,Penalty,71,Mads Lindbjerg Jespersen,2881
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,1,Goal,23,Dennis torp,2997
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,0,Assist,92,Nicolai Flyvholm Pedersen,2997
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,1,Goal,91,Niklas Andersen,3232
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,0,Assist,7,Søren Bjerregaard,3232
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,0,Assist,92,Nicolai Flyvholm Pedersen,3271
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29505,1,Goal,15,Niklas Juul Jensen,3271
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29502,0,Assist,97,Morten Handgaard,3428
40001597,Blackhawks - Sunds Seahawks,44849,35967,20222023,Grundspil,3,29502,1,Goal,7,Simon Møller,3428
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,1,29501,0,Assist,18,Adam Lin Dan Son,55
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,1,29501,1,Goal,45,Jesper Lykke,55
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,1,29501,1,Goal,73,Andrej Nociar,194
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,1,29503,1,Goal,90,Jonas Palner Jensen,611
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,1,29503,0,Assist,15,Nicklas Hedemand,611
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,1,29503,0,Assist,66,Anton Bendsen,1191
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,1,29503,1,Goal,8,Vinoth Sivapalan,1191
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29501,0,Assist,22,Michael Lykke,1348
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29501,1,Goal,6,Niklas Dahl,1348
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,201,Penalty,15,Nicklas Hedemand,1485
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,0,Penalty,30,Patrik Melis,1557
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,1,Goal,30,Patrik Melis,1581
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,0,Assist,77,Simon Lysdahl Sørensen,1581
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29501,201,Penalty,97,Casper Beck Nielsen,1945
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,1,Goal,90,Jonas Palner Jensen,1999
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,0,Assist,8,Vinoth Sivapalan,1999
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,1,Goal,8,Vinoth Sivapalan,2265
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,0,Assist,90,Jonas Palner Jensen,2334
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,2,29503,1,Goal,8,Vinoth Sivapalan,2334
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,3,29503,1,Goal,30,Patrik Melis,2914
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,3,29503,0,Assist,18,Jacob Jensen Christensen,3368
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,3,29503,1,Goal,15,Nicklas Hedemand,3368
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,3,29503,0,Time-Out,,,3368
40001599,ÅFK - Aab,44849,35969,20222023,Grundspil,3,29501,101,Penalty,15,Jannick Christoffersen,3368
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,1,Goal,5,Kristoffer Handgaard,181
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,0,Assist,77,Mikkel Skov Nielsen,181
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,1,Goal,5,Kristoffer Handgaard,345
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,0,Assist,77,Mikkel Skov Nielsen,345
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29506,217,Penalty,92,Thais Olesen Sørensen,634
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,1,Goal,77,Mikkel Skov Nielsen,734
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,0,Assist,97,Morten Handgaard,734
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,1,Goal,17,Johan Selleby,942
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,0,Assist,7,Simon Møller,942
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29506,201,Penalty,27,Aleksander Nørgaard,988
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,1,Goal,25,Jonas Højmark,1093
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,1,29502,0,Assist,97,Morten Handgaard,1093
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29506,0,Assist,64,Mads Bundgaard Poulsen,1340
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29506,1,Goal,15,Mathias Olesen,1340
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29502,1,Goal,25,Jonas Højmark,1673
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29506,0,Assist,19,Jonas Sønderby,1722
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29506,1,Goal,36,Noa Læsø,1722
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29506,208,Penalty,44,Nicklaes André,1839
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29502,1,Goal,97,Morten Handgaard,1936
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29502,1,Goal,23,Kristian Gadegaard,1964
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29502,0,Assist,9,Simon Lauridsen,1964
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29502,0,Assist,5,Kristoffer Handgaard,2237
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29502,1,Goal,77,Mikkel Skov Nielsen,2237
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29502,0,Assist,14,Mathias Lauridsen,2351
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,2,29502,1,Goal,70,Viktor Nielsen,2351
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,208,Penalty,24,Mikkel Falsig,2515
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,504,Penalty,24,Mikkel Falsig,2645
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,0,Assist,17,Johan Selleby,3208
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,1,Goal,9,Simon Lauridsen,3208
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,0,Assist,25,Jonas Højmark,3269
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,1,Goal,77,Mikkel Skov Nielsen,3269
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,1,Goal,9,Simon Lauridsen,3396
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,0,Assist,7,Simon Møller,3396
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,0,Assist,24,Mikkel Falsig,3488
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,1,Goal,93,Søren Olesen,3488
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,1,Goal,25,Jonas Højmark,3511
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,0,Assist,5,Kristoffer Handgaard,3511
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29506,0,Assist,15,Mathias Olesen,3541
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29506,1,Goal,11,Nicolai Højen Bertelsen,3541
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,1,Goal,24,Mikkel Falsig,3555
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,1,Goal,5,Kristoffer Handgaard,3563
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,1,Goal,17,Johan Selleby,3581
40001600,Sunds Seahawks - BFC Vendsyssel,44857,35970,20222023,Grundspil,3,29502,0,Assist,7,Simon Møller,3581
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,0,Assist,10,Emil Kajgaard,302
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,1,Goal,71,Magnus Nyeng Jensen,302
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,1,Goal,92,Nicolai Flyvholm Pedersen,302
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,0,Assist,91,Niklas Andersen,302
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,1,Goal,91,Niklas Andersen,543
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,1,Goal,98,Rasmus Larsen,659
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,0,Assist,60,Rasmus Overgaard,659
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,1,Goal,92,Nicolai Flyvholm Pedersen,734
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,0,Assist,15,Niklas Juul Jensen,734
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,1,Goal,10,Emil Kajgaard,776
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,1,Goal,4,Viktor Gade,802
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,1,Goal,71,Magnus Nyeng Jensen,1126
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,1,29505,0,Assist,91,Niklas Andersen,1126
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,0,Assist,10,Emil Kajgaard,1582
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,1,Goal,92,Nicolai Flyvholm Pedersen,1582
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,1,Goal,91,Niklas Andersen,1702
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,0,Assist,22,Simon Erlandsen,1702
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,0,Assist,5,Nikolaj Fischer Hørby Jensen,2015
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,1,Goal,98,Rasmus Larsen,2015
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,1,Goal,81,Kasper Jensen,2075
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,0,Assist,91,Niklas Andersen,2075
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,0,Assist,98,Rasmus Larsen,2178
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,1,Goal,60,Rasmus Overgaard,2178
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,0,Assist,23,Dennis torp,2248
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,2,29505,1,Goal,10,Emil Kajgaard,2248
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,1,Goal,5,Nikolaj Fischer Hørby Jensen,2473
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,0,Assist,22,Simon Erlandsen,2473
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,1,Goal,4,Viktor Gade,2712
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,1,Goal,81,Kasper Jensen,2751
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,0,Assist,15,Niklas Juul Jensen,2751
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,1,Goal,98,Rasmus Larsen,2783
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,0,Assist,60,Rasmus Overgaard,2783
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,1,Goal,81,Kasper Jensen,2864
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,0,Assist,15,Niklas Juul Jensen,2864
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,1,Goal,60,Rasmus Overgaard,2908
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,0,Assist,91,Niklas Andersen,2920
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,1,Goal,4,Viktor Gade,2920
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,1,Goal,92,Nicolai Flyvholm Pedersen,2929
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,0,Assist,15,Niklas Juul Jensen,2929
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29501,217,Penalty,6,Nicklas Dahl,3252
40001601,Aab - Blackhawks,44857,35971,20222023,Grundspil,3,29505,207,Penalty,60,Rasmus Overgaard,3594
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,1,Goal,17,Johan Selleby,214
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,0,Assist,9,Simon Lauridsen,214
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29501,0,Assist,22,Michael Lykke,416
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29501,1,Goal,8,Nicklas Christoffersen,416
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,1,Goal,25,Jonas Højmark,645
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,0,Assist,97,Morten Handgaard,645
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,0,Assist,5,Kristoffer Handgaard,775
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,1,Goal,5,Kristoffer Handgaard,793
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,0,Assist,77,Mikkel Skov Nielsen,793
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,0,Assist,23,Kristian Gadegaard,808
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,0,Assist,23,Kristian Gadegaard,808
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,1,Goal,9,Simon Lauridsen,808
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29502,1,Goal,9,Simon Lauridsen,808
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,1,29501,201,Penalty,97,Casper Beck Nielsen,1084
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,0,Assist,5,Kristoffer Handgaard,1250
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,1,Goal,77,Mikkel Skov Nielsen,1250
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,0,Assist,23,Kristian Gadegaard,1487
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,1,Goal,9,Simon Lauridsen,1487
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,302,Penalty,6,Theis Hedegaard Lauridsen,1563
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,0,Assist,24,Mikkel Falsig,1904
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,1,Goal,93,Søren Olesen,1904
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,1,Goal,17,Johan Selleby,2245
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,2,29502,0,Assist,23,Kristian Gadegaard,2245
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,3,29502,1,Goal,7,Simon Møller,2559
40001603,Sunds Seahawks - Aab,44885,35973,20222023,Grundspil,3,29502,0,Assist,25,Jonas Højmark,2912
