Dato,KampID,Sæson,Spiller,Nummer,H/U
2023-04-02,69933,20222023,Mikkel Benjamin Christensen,24,H
2023-04-02,69933,20222023,Andreas Bilenberg,27,H
2023-04-02,69933,20222023,Jonas Gylling,32,H
2023-04-02,69933,20222023,Mathias De Fries Olderkjær,36,H
2023-04-02,69933,20222023,Mathias Vestergaard,40,H
2023-04-02,69933,20222023,Philip Monin-Vangaa,41,H
2023-04-02,69933,20222023,Nikolaj Brixager,44,H
2023-04-02,69933,20222023,David Mathiasen,55,H
2023-04-02,69933,20222023,Jonas Kahn Prætorius Jørgensen,56,H
2023-04-02,69933,20222023,Jonas Mønsted,66,H
2023-04-02,69933,20222023,Nicholas Maccabe,74,H
2023-04-02,69933,20222023,Mark Bertram,75,H
2023-04-02,69933,20222023,Milan Adam,87,H
2023-04-02,69933,20222023,Nicolai Børner,90,H
2023-04-02,69933,20222023,Mathias Holm Mikkelsen,1,U
2023-04-02,69933,20222023,Kristoffer Handgaard,5,U
2023-04-02,69933,20222023,Theis Hedegaard Lauridsen,6,U
2023-04-02,69933,20222023,Simon Møller,7,U
2023-04-02,69933,20222023,Simon Lauridsen,9,U
2023-04-02,69933,20222023,Julian Van Enckevort,11,U
2023-04-02,69933,20222023,Mathias Lauridsen,14,U
2023-04-02,69933,20222023,Andre Van Enckevort,15,U
2023-04-02,69933,20222023,Johan Selleby,17,U
2023-04-02,69933,20222023,Daniel Ravn,18,U
2023-04-02,69933,20222023,Kristian Gadegaard,23,U
2023-04-02,69933,20222023,Mikkel Falsig,24,U
2023-04-02,69933,20222023,Jonas Højmark,25,U
2023-04-02,69933,20222023,Nicholas Holm Mikkelsen,27,U
2023-04-02,69933,20222023,Frederik Kjelgaard,37,U
2023-04-02,69933,20222023,Søren Olesen,61,U
2023-04-02,69933,20222023,Viktor Nielsen,70,U
2023-04-02,69933,20222023,Jeppe Kjærsgaard,74,U
2023-04-02,69933,20222023,Mikkel Skov Nielsen,77,U
2023-04-02,69933,20222023,Morten Handgaard,97,U
2023-04-08,69945,20222023,Rasmus Børger Petersen,1,H
2023-04-08,69945,20222023,Charlie Petersen,3,H
2023-04-08,69945,20222023,Bertram Vinther,5,H
2023-04-08,69945,20222023,Frederik Mads Pil,9,H
2023-04-08,69945,20222023,Josef Adnan,14,H
2023-04-08,69945,20222023,Noel Donde,20,H
2023-04-08,69945,20222023,Christian Holmsteen,22,H
2023-04-08,69945,20222023,Tobias Alexander Jensen,23,H
2023-04-08,69945,20222023,Villads Bech Crawfurd,27,H
2023-04-08,69945,20222023,Kasper Abildgaard,31,H
2023-04-08,69945,20222023,Rasmus Lilleballe Poulsen,41,H
2023-04-08,69945,20222023,Magnus Bidstrup-Mynster,42,H
2023-04-08,69945,20222023,Kalle Tamminen,63,H
2023-04-08,69945,20222023,Elias Ford Holmberg,69,H
2023-04-08,69945,20222023,Victor Holmsteen,77,H
2023-04-08,69945,20222023,Bertram Carlsen,88,H
2023-04-08,69945,20222023,Rasmus Engelhardt Frie,97,H
2023-04-08,69945,20222023,Jonas Emil Kristensen,6,U
2023-04-08,69945,20222023,Vinoth Sivapalan,8,U
2023-04-08,69945,20222023,Victor Overholt,9,U
2023-04-08,69945,20222023,Uffe Lykke Kjær Simonsen,14,U
2023-04-08,69945,20222023,Nicklas Hedemand,15,U
2023-04-08,69945,20222023,Andreas Krogh Bendixen,16,U
2023-04-08,69945,20222023,Aske Tornvig,25,U
2023-04-08,69945,20222023,Emil Brouer Enevoldsen,28,U
2023-04-08,69945,20222023,Christoffer Ray Klindtworth,31,U
2023-04-08,69945,20222023,Oskar Bendsen,55,U
2023-04-08,69945,20222023,Anton Bendsen,66,U
2023-04-08,69945,20222023,Peter Brandt Vand,72,U
2023-04-08,69945,20222023,Simon Lysdahl Sørensen,77,U
2023-04-08,69945,20222023,Vitus Kuskegaard,88,U
2023-04-08,69945,20222023,Jonas Palner Jensen,90,U
2023-04-08,69946,20222023,Mike Grunnet Bing,1,H
2023-04-08,69946,20222023,Niklas Dahl,6,H
2023-04-08,69946,20222023,Nicklas Christoffersen,8,H
2023-04-08,69946,20222023,Frederik Bøcker Jensen,10,H
2023-04-08,69946,20222023,Jannick Christoffersen,15,H
2023-04-08,69946,20222023,Casper Svane,18,H
2023-04-08,69946,20222023,Pauls Skuja,21,H
2023-04-08,69946,20222023,Michael Lykke,22,H
2023-04-08,69946,20222023,Frederik Røhl-Grønbech,24,H
2023-04-08,69946,20222023,Rasmus Rasmussen,31,H
2023-04-08,69946,20222023,Andrej Nociar,73,H
2023-04-08,69946,20222023,Casper Eiersted,88,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Martin Kristoffersen,94,H
2023-04-08,69946,20222023,Steffen Neve,96,H
2023-04-08,69946,20222023,Steffenneve,96,H
2023-04-08,69946,20222023,Steffenneve,96,H
2023-04-08,69946,20222023,Casper Beck Nielsen,97,H
2023-04-08,69946,20222023,Casper Beck Nielsen,97,H
2023-04-08,69946,20222023,Andreas Nielsen Kielsen,1,U
2023-04-08,69946,20222023,Anders Sørensen,7,U
2023-04-08,69946,20222023,Gustav Damgaard Larsen,8,U
2023-04-08,69946,20222023,Kristers Kuznecovs,11,U
2023-04-08,69946,20222023,Viktor Heinrichas,13,U
2023-04-08,69946,20222023,Valdemar Jarløv,17,U
2023-04-08,69946,20222023,Julius Kjærgaard,18,U
2023-04-08,69946,20222023,William Palmqvist,19,U
2023-04-08,69946,20222023,Nicolai Dahl Christiansen,25,U
2023-04-08,69946,20222023,Alexander Tritsaris,27,U
2023-04-08,69946,20222023,Noah Lundvig,29,U
2023-04-08,69946,20222023,Sophus Gormsen,30,U
2023-04-08,69946,20222023,Sophus Gormsen,30,U
2023-04-08,69946,20222023,Sophus Gormsen,30,U
2023-04-08,69946,20222023,Sophus Gormsen,30,U
2023-04-08,69946,20222023,Sophus Gormsen,30,U
2023-04-08,69946,20222023,Sophus Gormsen,30,U
2023-04-08,69946,20222023,Jesper Veenman Jensen,38,U
2023-04-08,69946,20222023,Alexander Møller Stolpe,50,U
2023-04-08,69946,20222023,Emils Ziverts,71,U
2023-04-08,69946,20222023,Nikolaj Transel,84,U
2023-04-08,69946,20222023,Nikolaj Transel,84,U
2023-04-08,69946,20222023,Alfred Levin,88,U
2023-04-08,69946,20222023,Kasper Kofoed,96,U
2023-04-15,69936,20222023,Mathias Saaby Hjelm,1,H
2023-04-15,69936,20222023,Viktor Gade,4,H
2023-04-15,69936,20222023,Nikolaj Fischer Hørby Jensen,5,H
2023-04-15,69936,20222023,Kasper Kajgaard,6,H
2023-04-15,69936,20222023,Søren Bjerregaard,7,H
2023-04-15,69936,20222023,Frederik Tronderup Nielsen,9,H
2023-04-15,69936,20222023,Emil Kajgaard,10,H
2023-04-15,69936,20222023,Anton Madsen,14,H
2023-04-15,69936,20222023,Niklas Juul Jensen,15,H
2023-04-15,69936,20222023,Simon Erlandsen,22,H
2023-04-15,69936,20222023,Dennis Torp,23,H
2023-04-15,69936,20222023,Jesper Schmidt,25,H
2023-04-15,69936,20222023,Rasmus Bengtsson,27,H
2023-04-15,69936,20222023,Rasmus Overgaard,60,H
2023-04-15,69936,20222023,Mathias Hansen,69,H
2023-04-15,69936,20222023,Magnus Nyeng Jensen,71,H
2023-04-15,69936,20222023,Mads Larsen,88,H
2023-04-15,69936,20222023,Niklas Andersen,91,H
2023-04-15,69936,20222023,Nicolai Flyvholm Pedersen,92,H
2023-04-15,69936,20222023,Rasmus Larsen,98,H
2023-04-15,69936,20222023,Mathias Holm Mikkelsen,1,U
2023-04-15,69936,20222023,Kristoffer Handgaard,5,U
2023-04-15,69936,20222023,Theis Hedegaard Lauridsen,6,U
2023-04-15,69936,20222023,Simon Møller,7,U
2023-04-15,69936,20222023,Simon Lauridsen,9,U
2023-04-15,69936,20222023,Julian Van Enckevort,11,U
2023-04-15,69936,20222023,Mathias Lauridsen,14,U
2023-04-15,69936,20222023,Andre Van Enckevort,15,U
2023-04-15,69936,20222023,Johan Selleby,17,U
2023-04-15,69936,20222023,Daniel Ravn,18,U
2023-04-15,69936,20222023,Kristian Gadegaard,23,U
2023-04-15,69936,20222023,Mikkel Falsig,24,U
2023-04-15,69936,20222023,Jonas Højmark,25,U
2023-04-15,69936,20222023,Nicholas Holm Mikkelsen,27,U
2023-04-15,69936,20222023,Frederik Kjelgaard,37,U
2023-04-15,69936,20222023,Søren Olesen,61,U
2023-04-15,69936,20222023,Viktor Nielsen,70,U
2023-04-15,69936,20222023,Jeppe Kjærsgaard,74,U
2023-04-15,69936,20222023,Mikkel Skov Nielsen,77,U
2023-04-15,69936,20222023,Morten Handgaard,97,U
2023-04-15,69943,20222023,Rasmus Børger Petersen,1,H
2023-04-15,69943,20222023,Charlie Petersen,3,H
2023-04-15,69943,20222023,Tobias Børger Petersen,4,H
2023-04-15,69943,20222023,Bertram Vinther,5,H
2023-04-15,69943,20222023,Frederik Mads Pil,9,H
2023-04-15,69943,20222023,Noel Donde,20,H
2023-04-15,69943,20222023,Christian Holmsteen,22,H
2023-04-15,69943,20222023,Tobias Alexander Jensen,23,H
2023-04-15,69943,20222023,Villads Bech Crawfurd,27,H
2023-04-15,69943,20222023,Kasper Abildgaard,31,H
2023-04-15,69943,20222023,Rasmus Lilleballe Poulsen,41,H
2023-04-15,69943,20222023,Magnus Bidstrup-Mynster,42,H
2023-04-15,69943,20222023,Mikkel Riis,50,H
2023-04-15,69943,20222023,Kalle Tamminen,63,H
2023-04-15,69943,20222023,Elias Ford Holmberg,69,H
2023-04-15,69943,20222023,Victor Holmsteen,77,H
2023-04-15,69943,20222023,Bertram Carlsen,88,H
2023-04-15,69943,20222023,Andreas Nielsen Kielsen,1,U
2023-04-15,69943,20222023,Søren Jønsson,2,U
2023-04-15,69943,20222023,Anders Sørensen,7,U
2023-04-15,69943,20222023,Gustav Damgaard Larsen,8,U
2023-04-15,69943,20222023,Jakub Lyskawa,10,U
2023-04-15,69943,20222023,Kristers Kuznecovs,11,U
2023-04-15,69943,20222023,Viktor Heinrichas,13,U
2023-04-15,69943,20222023,Morten Ketelsen,15,U
2023-04-15,69943,20222023,Valdemar Jarløv,17,U
2023-04-15,69943,20222023,Julius Kjærgaard,18,U
2023-04-15,69943,20222023,William Palmqvist,19,U
2023-04-15,69943,20222023,Nicolai Dahl Christiansen,25,U
2023-04-15,69943,20222023,Alexander Tritsaris,27,U
2023-04-15,69943,20222023,Sophus Gormsen,30,U
2023-04-15,69943,20222023,Alexander Møller Stolpe,50,U
2023-04-15,69943,20222023,Emils Ziverts,71,U
2023-04-15,69943,20222023,Nikolaj Transel,84,U
2023-04-15,69943,20222023,Nikolaj Hommel,87,U
2023-04-15,69943,20222023,Alfred Levin,88,U
2023-04-15,69943,20222023,Kasper Kofoed,96,U
2023-09-05,75104,20232024,Jonas Kristensen,6,H
2023-09-05,75104,20232024,Vinoth Sivapalan,8,H
2023-09-05,75104,20232024,Victor Overholt,9,H
2023-09-05,75104,20232024,Uffe Lykke Kjær Simonsen,14,H
2023-09-05,75104,20232024,Nicklas Hedemand Nielsen,15,H
2023-09-05,75104,20232024,Mathias Brandt Vand,17,H
2023-09-05,75104,20232024,Christoffer Jensen,24,H
2023-09-05,75104,20232024,Aske Tornvig,25,H
2023-09-05,75104,20232024,Emil Toftegaard Ibsen,27,H
2023-09-05,75104,20232024,Mathias Thode Ostenfeld,38,H
2023-09-05,75104,20232024,Oskar Bendsen,55,H
2023-09-05,75104,20232024,Jeppe Viberg,61,H
2023-09-05,75104,20232024,Gustav Johannes Chatterton,62,H
2023-09-05,75104,20232024,Peter Brandt Vand,72,H
2023-09-05,75104,20232024,Simon Lysdahl Sørensen,77,H
2023-09-05,75104,20232024,Tobias Holm,90,H
2023-09-05,75104,20232024,Mathias Holm Mikkelsen,1,U
2023-09-05,75104,20232024,Kristoffer Handgaard,5,U
2023-09-05,75104,20232024,Theis Hedegaard Lauridsen,6,U
2023-09-05,75104,20232024,Simon Møller,7,U
2023-09-05,75104,20232024,Simon Lauridsen,9,U
2023-09-05,75104,20232024,Julian Van Enckevort,11,U
2023-09-05,75104,20232024,Mathias Lauridsen,14,U
2023-09-05,75104,20232024,Andre Van Enckevort,15,U
2023-09-05,75104,20232024,Johan Selleby,17,U
2023-09-05,75104,20232024,Daniel Ravn,18,U
2023-09-05,75104,20232024,Prakasit Geng Namsawang,22,U
2023-09-05,75104,20232024,Kristian Gadegaard,23,U
2023-09-05,75104,20232024,Mikkel Falsig,24,U
2023-09-05,75104,20232024,Jonas Højmark,25,U
2023-09-05,75104,20232024,August Lunddahl Mathiassen,65,U
2023-09-05,75104,20232024,Viktor Nielsen,70,U
2023-09-05,75104,20232024,Mads Lindbjerg Jespersen,71,U
2023-09-05,75104,20232024,Jeppe Kjærsgaard,74,U
2023-09-05,75104,20232024,Mikkel Skov Nielsen,77,U
2023-09-05,75104,20232024,Morten Handgaard,97,U
2023-09-05,75074,20232024,Rasmus Børger Petersen,1,H
2023-09-05,75074,20232024,Charlie Petersen,3,H
2023-09-05,75074,20232024,Tobias Børger Petersen,4,H
2023-09-05,75074,20232024,Bertram Vinther,5,H
2023-09-05,75074,20232024,Frederik Mads Pil,9,H
2023-09-05,75074,20232024,Jonathan Stausholm Carlsen,17,H
2023-09-05,75074,20232024,Noel Donde,20,H
2023-09-05,75074,20232024,Christian Holmsteen,22,H
2023-09-05,75074,20232024,Villads Bech Crawfurd,27,H
2023-09-05,75074,20232024,Kasper Abildgaard,31,H
2023-09-05,75074,20232024,Rasmus Lilleballe Poulsen,41,H
2023-09-05,75074,20232024,Magnus Bidstrup-Mynster,42,H
2023-09-05,75074,20232024,Christoffer Ray Klindtworth,55,H
2023-09-05,75074,20232024,Kalle Tamminen,63,H
2023-09-05,75074,20232024,Elias Ford Holmberg,69,H
2023-09-05,75074,20232024,Victor Holmsteen,77,H
2023-09-05,75074,20232024,Malthe Kjær,4,U
2023-09-05,75074,20232024,William Petersen,6,U
2023-09-05,75074,20232024,Malthe Stuckert,7,U
2023-09-05,75074,20232024,Mikkel Juul Gøbel,8,U
2023-09-05,75074,20232024,Zimon Peters,11,U
2023-09-05,75074,20232024,Viktor Grøn-Henriksen,13,U
2023-09-05,75074,20232024,Dawid Jankowski,17,U
2023-09-05,75074,20232024,Mikkel Christensen,24,U
2023-09-05,75074,20232024,Jonas Gylling,32,U
2023-09-05,75074,20232024,David De Fries,33,U
2023-09-05,75074,20232024,Mathias Olderkjær,36,U
2023-09-05,75074,20232024,Mathias Vestergaard,40,U
2023-09-05,75074,20232024,Philip Monin-Vangaa,41,U
2023-09-05,75074,20232024,Nikolaj Brixager,44,U
2023-09-05,75074,20232024,David Mathiasen,55,U
2023-09-05,75074,20232024,Jonas Kahn Prætorius Jørgensen,56,U
2023-09-05,75074,20232024,Juvenal Dikacz,68,U
2023-09-05,75074,20232024,Mark Bertram,75,U
2023-09-05,75074,20232024,Milan Adam,87,U
2023-09-05,75103,20232024,Jacob Olsen,5,H
2023-09-05,75103,20232024,Elias Legaard Pedersen,9,H
2023-09-05,75103,20232024,Frederik Waller,10,H
2023-09-05,75103,20232024,Frederik Østervang,16,H
2023-09-05,75103,20232024,Anders Bering,20,H
2023-09-05,75103,20232024,Patrick Mellergaard,24,H
2023-09-05,75103,20232024,Kristoffer Jensen,26,H
2023-09-05,75103,20232024,Mads Bastian,55,H
2023-09-05,75103,20232024,Magnus Krøgh,71,H
2023-09-05,75103,20232024,Gustav Wunderov,78,H
2023-09-05,75103,20232024,Kasper Jensen,81,H
2023-09-05,75103,20232024,Rasmus Høegh Mortensen,88,H
2023-09-05,75103,20232024,Andreas Glad,89,H
2023-09-05,75103,20232024,Nicklas Hoppe,90,H
2023-09-05,75103,20232024,Jonas Juul,93,H
2023-09-05,75103,20232024,Mathias Saaby Hjelm,1,U
2023-09-05,75103,20232024,Kevin Linnerup,7,U
2023-09-05,75103,20232024,Johan Uppström,10,U
2023-09-05,75103,20232024,Nicolai Højen Bertelsen,11,U
2023-09-05,75103,20232024,Magnus Madsen,14,U
2023-09-05,75103,20232024,Mathias Olesen,15,U
2023-09-05,75103,20232024,Christian Saaby Andersen,17,U
2023-09-05,75103,20232024,Jonas Sønderby,19,U
2023-09-05,75103,20232024,Oliver Bager,22,U
2023-09-05,75103,20232024,William Aabel,24,U
2023-09-05,75103,20232024,Noa Læsø,36,U
2023-09-05,75103,20232024,Mads Bundgaard Poulsen,64,U
2023-09-05,75103,20232024,Malthe Saaby Hjelm,71,U
2023-09-05,75103,20232024,Anton Wennbring,75,U
2023-09-05,75103,20232024,Anton Bendsen,77,U
2023-09-05,75103,20232024,Thais Olesen Sørensen,92,U
2023-09-05,75103,20232024,Frederik Sørensen,99,U
2023-09-06,75075,20232024,Jon Precht-Sparre,3,H
2023-09-06,75075,20232024,Marius Lunddahl,8,H
2023-09-06,75075,20232024,Jakub Lyskawa,13,H
2023-09-06,75075,20232024,Jacob Hansen,15,H
2023-09-06,75075,20232024,Jannik L. Dalkvist,17,H
2023-09-06,75075,20232024,Jonas Hvid Nielsen,24,H
2023-09-06,75075,20232024,Rasmus Kiel Jensen,25,H
2023-09-06,75075,20232024,Victor Toftebjerg,28,H
2023-09-06,75075,20232024,Mathias S. Madsen,31,H
2023-09-06,75075,20232024,Osvald Mathiassen,43,H
2023-09-06,75075,20232024,Andreas Kleczewski,77,H
2023-09-06,75075,20232024,Jacob Stenkilde,79,H
2023-09-06,75075,20232024,Emil Madsen,80,H
2023-09-06,75075,20232024,Victor Madsen,82,H
2023-09-06,75075,20232024,Oliver Madsen,87,H
2023-09-06,75075,20232024,Rasmus Schjerlund Nielsen,89,H
2023-09-06,75075,20232024,Andreas Nielsen Kielsen,1,U
2023-09-06,75075,20232024,Anders Sørensen,7,U
2023-09-06,75075,20232024,Gustav Damgaard Larsen,8,U
2023-09-06,75075,20232024,Frederik Usterud,9,U
2023-09-06,75075,20232024,Oskar Hovej Pedersen,10,U
2023-09-06,75075,20232024,Viktor Heinrichas,13,U
2023-09-06,75075,20232024,Morten Ketelsen,15,U
2023-09-06,75075,20232024,Valdemar Jarløv,17,U
2023-09-06,75075,20232024,David Schack Puckering,22,U
2023-09-06,75075,20232024,Alexander Tritsaris,27,U
2023-09-06,75075,20232024,Noah Lundvig,27,U
2023-09-06,75075,20232024,Sophus Gormsen,30,U
2023-09-06,75075,20232024,Alexander Askov Filipsen,31,U
2023-09-06,75075,20232024,Jesper Veeenman Jensen,38,U
2023-09-06,75075,20232024,Gustav Hviid,69,U
2023-09-06,75075,20232024,Mikkel Flarup,75,U
2023-09-06,75075,20232024,Nikolaj Transel,84,U
2023-09-06,75075,20232024,Kasper Kofoed,96,U
2023-09-06,75075,20232024,William Lohmann,99,U
2023-09-06,75073,20232024,Mike Trolle Lind,1,H
2023-09-06,75073,20232024,Lucas Madsen,4,H
2023-09-06,75073,20232024,Simon Damsø,5,H
2023-09-06,75073,20232024,Mathias Simon Thorsen,7,H
2023-09-06,75073,20232024,Rasmus Madsen,7,H
2023-09-06,75073,20232024,Patrick Falkenberg Møller,8,H
2023-09-06,75073,20232024,Andre Stich,10,H
2023-09-06,75073,20232024,Jannik Trolle,12,H
2023-09-06,75073,20232024,Rasmus D Hermilly,17,H
2023-09-06,75073,20232024,Lukas Örlygursson,23,H
2023-09-06,75073,20232024,Marko W. Krogsgaard,25,H
2023-09-06,75073,20232024,Rasmus Wernblad,44,H
2023-09-06,75073,20232024,Magnus Bonavent Rasmussen,55,H
2023-09-06,75073,20232024,Casper Breitenbach,86,H
2023-09-06,75073,20232024,Kenneth Danielsen,89,H
2023-09-06,75073,20232024,Frederik Kobberup,92,H
2023-09-06,75073,20232024,Simon Lehnert,2,U
2023-09-06,75073,20232024,Otto Ray Hernandez,10,U
2023-09-06,75073,20232024,Sophus Ørnskov,16,U
2023-09-06,75073,20232024,Kristoffer Fält,18,U
2023-09-06,75073,20232024,Hugo Hesselager Malm,23,U
2023-09-06,75073,20232024,Christian Høj,24,U
2023-09-06,75073,20232024,Axel Rasmussen,35,U
2023-09-06,75073,20232024,Nicklas Møller,48,U
2023-09-06,75073,20232024,Kim Clemedtson,61,U
2023-09-06,75073,20232024,Bastian Gyldenløve Hoff,66,U
2023-09-06,75073,20232024,Daniel Mac Cabe,67,U
2023-09-06,75073,20232024,Rasmus Ravn,88,U
2023-09-06,75073,20232024,Nicolai Børner,90,U
2023-09-06,75073,20232024,Lucas Sødergaard,91,U
2023-09-06,75073,20232024,Jonas Bjerring Scherfig,98,U
2023-09-08,75077,20232024,Simon Lehnert,2,H
2023-09-08,75077,20232024,Otto Ray Hernandez,10,H
2023-09-08,75077,20232024,Sophus Ørnskov,16,H
2023-09-08,75077,20232024,Hugo Hesselager Malm,23,H
2023-09-08,75077,20232024,Christian Høj,24,H
2023-09-08,75077,20232024,Mads Hansen,27,H
2023-09-08,75077,20232024,Nicklas Møller,48,H
2023-09-08,75077,20232024,Kim Clemedtson,61,H
2023-09-08,75077,20232024,Bastian Gyldenløve Hoff,66,H
2023-09-08,75077,20232024,Nicolai Børner,90,H
2023-09-08,75077,20232024,Lucas Sødergaard,91,H
2023-09-08,75077,20232024,Jonas Bjerring Scherfig,98,H
2023-09-08,75077,20232024,Anders Sørensen,7,U
2023-09-08,75077,20232024,Gustav Damgaard Larsen,8,U
2023-09-08,75077,20232024,Oskar Hovej Pedersen,10,U
2023-09-08,75077,20232024,Frederik Tritsaris,11,U
2023-09-08,75077,20232024,Viktor Heinrichas,13,U
2023-09-08,75077,20232024,Valdemar Jarløv,17,U
2023-09-08,75077,20232024,David Schack Puckering,22,U
2023-09-08,75077,20232024,Alexander Tritsaris,27,U
2023-09-08,75077,20232024,Sophus Gormsen,30,U
2023-09-08,75077,20232024,Jesper Veenman Jensen,38,U
2023-09-08,75077,20232024,Alexander Stolpe,50,U
2023-09-08,75077,20232024,Gustav Hviid,69,U
2023-09-08,75077,20232024,Mikkel Flarup,75,U
2023-09-08,75077,20232024,Daniel Hermansen,86,U
2023-09-08,75077,20232024,Nikolaj Transel,87,U
2023-09-08,75077,20232024,Kasper Kofoed,96,U
2023-09-08,75108,20232024,Oliver Skovbo,2,H
2023-09-08,75108,20232024,Kasper Kajgaard,6,H
2023-09-08,75108,20232024,Frederik Tronderup Nielsen,9,H
2023-09-08,75108,20232024,Anders Tengnagel,17,H
2023-09-08,75108,20232024,Rasmus Larsen,18,H
2023-09-08,75108,20232024,Simon Erlandsen,22,H
2023-09-08,75108,20232024,Rasmus Bengtsson,27,H
2023-09-08,75108,20232024,Kasper Abildgaard,29,H
2023-09-08,75108,20232024,Marcus Fuglsang Sørensen,31,H
2023-09-08,75108,20232024,Mikkel Hansen,68,H
2023-09-08,75108,20232024,Mathias Hansen,69,H
2023-09-08,75108,20232024,Magnus Nyeng Jensen,71,H
2023-09-08,75108,20232024,Tue Sund,79,H
2023-09-08,75108,20232024,Mads Larsen,88,H
2023-09-08,75108,20232024,Nicolai Flyvholm Pedersen,92,H
2023-09-08,75108,20232024,Oscar Bjørk Simonsen,93,H
2023-09-08,75108,20232024,Kasper Jerup,94,H
2023-09-08,75108,20232024,Simon Hansen,97,H
2023-09-08,75108,20232024,Mathias Saaby Hjelm,1,U
2023-09-08,75108,20232024,Kevin Linnerup,7,U
2023-09-08,75108,20232024,Nicolai Højen Bertelsen,11,U
2023-09-08,75108,20232024,Jeppe Poulsen,13,U
2023-09-08,75108,20232024,Mathias Olesen,15,U
2023-09-08,75108,20232024,Christian Saaby Andersen,17,U
2023-09-08,75108,20232024,Jonas Sønderby,19,U
2023-09-08,75108,20232024,William Aabel,24,U
2023-09-08,75108,20232024,Noa Læsø,36,U
2023-09-08,75108,20232024,Oskar Bach,44,U
2023-09-08,75108,20232024,Mads Bundgaard Poulsen,64,U
2023-09-08,75108,20232024,Malthe Saaby Hjelm,71,U
2023-09-08,75108,20232024,Anton Wennbring,75,U
2023-09-08,75108,20232024,Thais Olesen Sørensen,92,U
2023-09-09,75076,20232024,Malthe Kjær,4,H
2023-09-09,75076,20232024,William Petersen,6,H
2023-09-09,75076,20232024,Mikkel Juul Gøbel,8,H
2023-09-09,75076,20232024,Zimon Peters,11,H
2023-09-09,75076,20232024,Viktor Grøn-Henriksen,13,H
2023-09-09,75076,20232024,Dawid Jankowski,17,H
2023-09-09,75076,20232024,Mikkel Christensen,24,H
2023-09-09,75076,20232024,Jonas Gylling,32,H
2023-09-09,75076,20232024,David De Fries,33,H
2023-09-09,75076,20232024,Mathias Olderkjær,36,H
2023-09-09,75076,20232024,Mathias Vestergaard,40,H
2023-09-09,75076,20232024,Philip Monin-Vangaa,41,H
2023-09-09,75076,20232024,Nikolaj Brixager,44,H
2023-09-09,75076,20232024,David Mathiasen,55,H
2023-09-09,75076,20232024,Jonas Kahn Prætorius Jørgensen,56,H
2023-09-09,75076,20232024,Juvenal Dikacz,68,H
2023-09-09,75076,20232024,Mark Bertram,75,H
2023-09-09,75076,20232024,Milan Adam,87,H
2023-09-09,75076,20232024,Mike Trolle Lind,1,U
2023-09-09,75076,20232024,Lucas Madsen,4,U
2023-09-09,75076,20232024,Simon Damsø,5,U
2023-09-09,75076,20232024,Mathias Simon Thorsen,6,U
2023-09-09,75076,20232024,Rasmus Madsen,7,U
2023-09-09,75076,20232024,Patrick Falkenberg Møller,8,U
2023-09-09,75076,20232024,Andre Stich,10,U
2023-09-09,75076,20232024,Jannik Trolle,12,U
2023-09-09,75076,20232024,Kean Gissing,13,U
2023-09-09,75076,20232024,Rasmus D Hermilly,17,U
2023-09-09,75076,20232024,Lukas Örlygursson,23,U
2023-09-09,75076,20232024,Sebastian Visti,40,U
2023-09-09,75076,20232024,Rasmus Wernblad,44,U
2023-09-09,75076,20232024,Magnus Bonavent Rasmussen,55,U
2023-09-09,75076,20232024,Casper Breitenbach,86,U
2023-09-09,75076,20232024,Frederik Kobberup,92,U
2023-09-09,75107,20232024,Rasmus Munk,3,H
2023-09-09,75107,20232024,Rasmus Petersen,7,H
2023-09-09,75107,20232024,Jeppe Nygaard,8,H
2023-09-09,75107,20232024,Mathias Bergholdt,9,H
2023-09-09,75107,20232024,Thomas Haugaard,20,H
2023-09-09,75107,20232024,Lasse Pedersen,24,H
2023-09-09,75107,20232024,Nicholai Ellebæk,41,H
2023-09-09,75107,20232024,Niklas Vestergaard,49,H
2023-09-09,75107,20232024,Jeppe Grønhøj Andreasen,77,H
2023-09-09,75107,20232024,Frederich Rosenvold Greve,82,H
2023-09-09,75107,20232024,Kasper Baungaard,88,H
2023-09-09,75107,20232024,William Palmqvist,99,H
2023-09-09,75107,20232024,Michael Glad,11,U
2023-09-09,75107,20232024,Anders Bering,20,U
2023-09-09,75107,20232024,Patrick Mellergaard,24,U
2023-09-09,75107,20232024,Jonas Juul,25,U
2023-09-09,75107,20232024,Kristoffer Jensen,26,U
2023-09-09,75107,20232024,Gustav Wunderov,78,U
2023-09-09,75107,20232024,Kasper Jensen,81,U
2023-09-09,75107,20232024,Rasmus Høegh Mortensen,88,U
2023-09-09,75107,20232024,Andreas Glad,89,U
2023-09-09,75107,20232024,Nicklas Hoppe,90,U
2023-09-12,75078,20232024,Rasmus Børger Petersen,1,H
2023-09-12,75078,20232024,Charlie Petersen,3,H
2023-09-12,75078,20232024,Tobias Børger Petersen,4,H
2023-09-12,75078,20232024,Bertram Vinther,5,H
