Dato,KampID,Sæson,Spiller,Nummer,H/U
2022-09-07,35306,20222023,Malthe Kjær,4,H
2022-09-07,35306,20222023,Elias Suensen,5,H
2022-09-07,35306,20222023,Rasmus Rask Kjær Poulsen,6,H
2022-09-07,35306,20222023,Noah Vilsted,8,H
2022-09-07,35306,20222023,Jeppe Huscher Andersen,10,H
2022-09-07,35306,20222023,Zimon Peters,11,H
2022-09-07,35306,20222023,Mikkel Benjamin Christensen,24,H
2022-09-07,35306,20222023,Jonas Gylling Nielsen,32,H
2022-09-07,35306,20222023,Mathias Vestergaard,40,H
2022-09-07,35306,20222023,Philip Monin-Vangaa,41,H
2022-09-07,35306,20222023,Nikolaj Brixager,44,H
2022-09-07,35306,20222023,David Mathiasen,55,H
2022-09-07,35306,20222023,Jonas Kahn Prætorius Jørgensen,56,H
2022-09-07,35306,20222023,Jonas Mønsted,66,H
2022-09-07,35306,20222023,Malthe Winther,68,H
2022-09-07,35306,20222023,Nicholas Maccabe,74,H
2022-09-07,35306,20222023,Mark Bertram,75,H
2022-09-07,35306,20222023,Milan Adam,87,H
2022-09-07,35306,20222023,Nicolai Børner,90,H
2022-09-07,35306,20222023,Mathias Mortensen,98,H
2022-09-07,35306,20222023,Jakob Ohlsson,2,U
2022-09-07,35306,20222023,Jon Precht-Sparre,3,U
2022-09-07,35306,20222023,Patrick Falkenberg Møller,8,U
2022-09-07,35306,20222023,Jacob Hansen,15,U
2022-09-07,35306,20222023,Rasmus Bømervang,16,U
2022-09-07,35306,20222023,Jannik L. Dalkvist,17,U
2022-09-07,35306,20222023,Oliver Ruud,19,U
2022-09-07,35306,20222023,Jonas Hvid Nielsen,24,U
2022-09-07,35306,20222023,Victor Toftebjerg,28,U
2022-09-07,35306,20222023,Mathias S. Madsen,31,U
2022-09-07,35306,20222023,August Lunddahl Mathiassen,53,U
2022-09-07,35306,20222023,Andreas Kleczewski,77,U
2022-09-07,35306,20222023,Jacob Stenkilde,79,U
2022-09-07,35306,20222023,Otto Kjeld Bjørklund Jørgensen,81,U
2022-09-07,35306,20222023,Oliver Madsen,87,U
2022-09-07,35306,20222023,Magnus Møller,88,U
2022-09-07,35306,20222023,Rasmus Schjerlund Nielsen,89,U
2022-09-07,35304,20222023,Christian Sørensen,1,H
2022-09-07,35304,20222023,Mathias Fischer Hoerby Jensen,2,H
2022-09-07,35304,20222023,Lucas Madsen,4,H
2022-09-07,35304,20222023,Mathias Simon Thorsen,6,H
2022-09-07,35304,20222023,Rasmus Madsen,7,H
2022-09-07,35304,20222023,Andre Stich,10,H
2022-09-07,35304,20222023,Nicholas Filthuth,14,H
2022-09-07,35304,20222023,Rasmus D'Hermilly,17,H
2022-09-07,35304,20222023,Anders Grønborg,19,H
2022-09-07,35304,20222023,Casper Lindhardt Christensen,21,H
2022-09-07,35304,20222023,Marko W. Krogsgaard,25,H
2022-09-07,35304,20222023,Jonas Nordheim,45,H
2022-09-07,35304,20222023,William Flindt,52,H
2022-09-07,35304,20222023,Magnus Bonavent Rasmussen,55,H
2022-09-07,35304,20222023,Casper Breitenbach,77,H
2022-09-07,35304,20222023,Malthe Daae Christensen,90,H
2022-09-07,35304,20222023,Frederik Kobberup,92,H
2022-09-07,35304,20222023,Stefan Ohrt,96,H
2022-09-07,35304,20222023,Simon Kristensen,99,H
2022-09-07,35304,20222023,Andreas Nielsen Kielsen,1,U
2022-09-07,35304,20222023,Gustav Damgaard Larsen,8,U
2022-09-07,35304,20222023,Frederik Usterud,9,U
2022-09-07,35304,20222023,Jakub Lyskawa,10,U
2022-09-07,35304,20222023,Viktor Heinrichas,13,U
2022-09-07,35304,20222023,Morten Ketelsen,15,U
2022-09-07,35304,20222023,Valdemar Jarløv,17,U
2022-09-07,35304,20222023,Julius Kjærgaard,18,U
2022-09-07,35304,20222023,William Palmqvist,19,U
2022-09-07,35304,20222023,Nicolai Dahl Christiansen,25,U
2022-09-07,35304,20222023,Alexander Tritsaris,27,U
2022-09-07,35304,20222023,Sophus Gormsen,30,U
2022-09-07,35304,20222023,Emils Ziverts,71,U
2022-09-07,35304,20222023,Nikolaj Hommel,87,U
2022-09-07,35304,20222023,Kristers Kuznecovs,89,U
2022-09-07,35304,20222023,Kasper Kofoed,96,U
2022-09-07,35304,20222023,Victor Hansen,98,U
2022-09-09,35305,20222023,Tobias Gade Langsted,5,H
2022-09-09,35305,20222023,Otto Ray Hernandez,10,H
2022-09-09,35305,20222023,Christian Høj,11,H
2022-09-09,35305,20222023,Sophus Ørnskov,16,H
2022-09-09,35305,20222023,Kristoffer Fält,18,H
2022-09-09,35305,20222023,Christian Niekrenz,19,H
2022-09-09,35305,20222023,Nicky Hindberg Clemmensen,23,H
2022-09-09,35305,20222023,Mads Hansen,27,H
2022-09-09,35305,20222023,Sofus Nielsen,43,H
2022-09-09,35305,20222023,Nicklas Møller,48,H
2022-09-09,35305,20222023,Daniel Hedegaard,57,H
2022-09-09,35305,20222023,Daniel Mac Cabe,67,H
2022-09-09,35305,20222023,Andreas Walther,77,H
2022-09-09,35305,20222023,Rasmus Ravn,88,H
2022-09-09,35305,20222023,Lucas Sødergaard,91,H
2022-09-09,35305,20222023,Jonas Bjerring Scherfig,98,H
2022-09-09,35305,20222023,Jannick Strikert,7,U
2022-09-09,35305,20222023,Nikolaj Parbo,10,U
2022-09-09,35305,20222023,Michael Møller,13,U
2022-09-09,35305,20222023,Peter Steen Jensen,22,U
2022-09-09,35305,20222023,Ole Tougaard,28,U
2022-09-09,35305,20222023,Philippe Mølleskov Nielsen,44,U
2022-09-09,35305,20222023,Kristian Kirk,49,U
2022-09-09,35305,20222023,Thomas Hviid,56,U
2022-09-09,35305,20222023,Kim Thobiassen,59,U
2022-09-09,35305,20222023,Niklas Petzke,64,U
2022-09-09,35305,20222023,Johan Hagne,70,U
2022-09-09,35305,20222023,Jesper Schow,81,U
2022-09-09,35305,20222023,Emil Andersson,92,U
2022-09-09,35305,20222023,Mads Voldum,97,U
2022-09-10,35308,20222023,Mike Trolle,1,H
2022-09-10,35308,20222023,Mathias Fischer Hoerby Jensen,2,H
2022-09-10,35308,20222023,Lucas Madsen,4,H
2022-09-10,35308,20222023,Rasmus Madsen,7,H
2022-09-10,35308,20222023,Christian Sørensen,9,H
2022-09-10,35308,20222023,Andre Stich,10,H
2022-09-10,35308,20222023,Marcus Texius Lysdal,11,H
2022-09-10,35308,20222023,Jannik Trolle,12,H
2022-09-10,35308,20222023,Nicholas Filthuth,14,H
2022-09-10,35308,20222023,Anders Grønborg,19,H
2022-09-10,35308,20222023,Casper Lindhardt Christensen,21,H
2022-09-10,35308,20222023,Marko W. Krogsgaard,25,H
2022-09-10,35308,20222023,Jonas Nordheim,45,H
2022-09-10,35308,20222023,William Flindt,52,H
2022-09-10,35308,20222023,Magnus Bonavent Rasmussen,55,H
2022-09-10,35308,20222023,Casper Breitenbach,86,H
2022-09-10,35308,20222023,Malthe Daae Christensen,90,H
2022-09-10,35308,20222023,Frederik Kobberup,92,H
2022-09-10,35308,20222023,Stefan Ohrt,96,H
2022-09-10,35308,20222023,Simon Kristensen,99,H
2022-09-10,35308,20222023,Jakob Ohlsson,2,U
2022-09-10,35308,20222023,Jon Precht-Sparre,3,U
2022-09-10,35308,20222023,Patrick Falkenberg Møller,8,U
2022-09-10,35308,20222023,Jacob Hansen,15,U
2022-09-10,35308,20222023,Rasmus Bømervang,16,U
2022-09-10,35308,20222023,Jannik L. Dalkvist,17,U
2022-09-10,35308,20222023,Jonas Hvid Nielsen,24,U
2022-09-10,35308,20222023,Victor Toftebjerg,28,U
2022-09-10,35308,20222023,Mathias S. Madsen,31,U
2022-09-10,35308,20222023,Andreas Kleczewski,77,U
2022-09-10,35308,20222023,Jacob Stenkilde,79,U
2022-09-10,35308,20222023,Otto Kjeld Bjørklund Jørgensen,81,U
2022-09-10,35308,20222023,Oliver Madsen,87,U
2022-09-10,35308,20222023,Magnus Møller,88,U
2022-09-10,35308,20222023,Rasmus Schjerlund Nielsen,89,U
2022-09-10,35950,20222023,Mathias Saaby Hjelm,1,H
2022-09-10,35950,20222023,Emil Winther Pedersen,3,H
2022-09-10,35950,20222023,Viktor Gade,4,H
2022-09-10,35950,20222023,Nikolaj Fischer Hørby Jensen,5,H
2022-09-10,35950,20222023,Niklas Juul Jensen,6,H
2022-09-10,35950,20222023,Søren Bjerregaard,7,H
2022-09-10,35950,20222023,Anders Tengnagel,17,H
2022-09-10,35950,20222023,Simon Erlandsen,22,H
2022-09-10,35950,20222023,Dennis Torp,23,H
2022-09-10,35950,20222023,Rasmus Bengtsson,27,H
2022-09-10,35950,20222023,Rasmus Overgaard,60,H
2022-09-10,35950,20222023,Mikkel Hansen,68,H
2022-09-10,35950,20222023,Mathias Hansen,69,H
2022-09-10,35950,20222023,Magnus Nyeng Jensen,71,H
2022-09-10,35950,20222023,Kasper Jensen,81,H
2022-09-10,35950,20222023,Mads Larsen,88,H
2022-09-10,35950,20222023,Niklas Andersen,91,H
2022-09-10,35950,20222023,Nicolai Flyvholm Pedersen,92,H
2022-09-10,35950,20222023,Frederik Lentz,95,H
2022-09-10,35950,20222023,Rasmus Larsen,98,H
2022-09-10,35950,20222023,Jonas Emil Kristensen,6,U
2022-09-10,35950,20222023,Vinoth Sivapalan,8,U
2022-09-10,35950,20222023,Uffe Lykke Kjær Simonsen,14,U
2022-09-10,35950,20222023,Nicklas Hedemand,15,U
2022-09-10,35950,20222023,Oskar Bendsen,55,U
2022-09-10,35950,20222023,Gustav Johannes Chatterton,62,U
2022-09-10,35950,20222023,Anton Bendsen,66,U
2022-09-10,35950,20222023,Simon Lysdahl Sørensen,77,U
2022-09-10,35950,20222023,Vitus Kuskegaard,88,U
2022-09-10,35950,20222023,Jonas Palner Jensen,90,U
2022-09-11,35307,20222023,Andreas Nielsen Kielsen,1,H
2022-09-11,35307,20222023,Søren Jønsson,2,H
2022-09-11,35307,20222023,Gustav Damgaard Larsen,8,H
2022-09-11,35307,20222023,Jakub Lyskawa,10,H
2022-09-11,35307,20222023,Viktor Heinrichas,13,H
2022-09-11,35307,20222023,Valdemar Jarløv,17,H
2022-09-11,35307,20222023,Julius Kjærgaard,18,H
2022-09-11,35307,20222023,Kasper Kofoed,22,H
2022-09-11,35307,20222023,Nicolai Dahl Christiansen,25,H
2022-09-11,35307,20222023,Alexander Tritsaris,27,H
2022-09-11,35307,20222023,Sophus Gormsen,30,H
2022-09-11,35307,20222023,Christian Espensen,48,H
2022-09-11,35307,20222023,Emils Ziverts,71,H
2022-09-11,35307,20222023,Kristers Kuznecovs,89,H
2022-09-11,35307,20222023,Victor Hansen,98,H
2022-09-11,35307,20222023,Jannick Strikert,7,U
2022-09-11,35307,20222023,Michael Møller,13,U
2022-09-11,35307,20222023,Thomas Hviid,14,U
2022-09-11,35307,20222023,Peter Steen Jensen,22,U
2022-09-11,35307,20222023,Ole Tougaard,28,U
2022-09-11,35307,20222023,Kristian Kirk,49,U
2022-09-11,35307,20222023,Kim Thobiassen,59,U
2022-09-11,35307,20222023,Jeppe Trier,66,U
2022-09-11,35307,20222023,Jesper Schow,81,U
2022-09-11,35307,20222023,Emil Andersson,92,U
2022-09-11,35307,20222023,Mads Voldum,97,U
2022-09-13,35310,20222023,Jannick Strikert,7,H
2022-09-13,35310,20222023,Nikolaj Parbo,10,H
2022-09-13,35310,20222023,Michael Møller,13,H
2022-09-13,35310,20222023,Thomas Hviid,14,H
2022-09-13,35310,20222023,Thomas Hviid,14,H
2022-09-13,35310,20222023,Peter Steen Jensen,22,H
2022-09-13,35310,20222023,Ole Tougaard,28,H
2022-09-13,35310,20222023,Philippe Nielsen,44,H
2022-09-13,35310,20222023,Kristian Kirk,49,H
2022-09-13,35310,20222023,Mads Voldum,55,H
2022-09-13,35310,20222023,Kim Thobiassen,59,H
2022-09-13,35310,20222023,Jeppe Trier,66,H
2022-09-13,35310,20222023,Ondrej Ceska,71,H
2022-09-13,35310,20222023,Jesper Bjørneboe,72,H
2022-09-13,35310,20222023,Jesper Schow,81,H
2022-09-13,35310,20222023,Jakob Ohlsson,2,U
2022-09-13,35310,20222023,Jon Precht-Sparre,3,U
2022-09-13,35310,20222023,Patrick Falkenberg Møller,8,U
2022-09-13,35310,20222023,Jacob Hansen,15,U
2022-09-13,35310,20222023,Rasmus Bømervang,16,U
2022-09-13,35310,20222023,Jannik L. Dalkvist,17,U
2022-09-13,35310,20222023,Oliver Ruud,19,U
2022-09-13,35310,20222023,Jonas Hvid Nielsen,24,U
2022-09-13,35310,20222023,Victor Toftebjerg,28,U
2022-09-13,35310,20222023,Mathias S. Madsen,31,U
2022-09-13,35310,20222023,August Lunddahl Mathiassen,53,U
2022-09-13,35310,20222023,Andreas Kleczewski,77,U
2022-09-13,35310,20222023,Jacob Stenkilde,79,U
2022-09-13,35310,20222023,Otto Kjeld Bjørklund Jørgensen,81,U
2022-09-13,35310,20222023,Oliver Madsen,87,U
2022-09-13,35310,20222023,Magnus Møller,88,U
2022-09-13,35310,20222023,Rasmus Schjerlund Nielsen,89,U
2022-09-18,35954,20222023,Mike Grunnet Bing,1,H
2022-09-18,35954,20222023,Nicklas Dahl,6,H
2022-09-18,35954,20222023,Nicklas Christoffersen,8,H
2022-09-18,35954,20222023,Frederik Bøcker Jensen,10,H
2022-09-18,35954,20222023,Esben Nedergaard Kruhøffer,12,H
2022-09-18,35954,20222023,Jesper Brask Pedersen,13,H
2022-09-18,35954,20222023,Jannick Christoffersen,15,H
2022-09-18,35954,20222023,Casper Svane,18,H
2022-09-18,35954,20222023,Jesper Lykke,21,H
2022-09-18,35954,20222023,Rasmus Rasmussen,31,H
2022-09-18,35954,20222023,Sebastian Skovmand,61,H
2022-09-18,35954,20222023,Andrej Nociar,73,H
2022-09-18,35954,20222023,Morten Broe,84,H
2022-09-18,35954,20222023,Martin Kristoffersen,94,H
2022-09-18,35954,20222023,Casper Beck Nielsen,97,H
2022-09-18,35954,20222023,Jonas Emil Kristensen,6,U
2022-09-18,35954,20222023,Vinoth Sivapalan,8,U
2022-09-18,35954,20222023,Victor Overholt,9,U
2022-09-18,35954,20222023,Nicklas Hedemand,15,U
2022-09-18,35954,20222023,Emil Brouer Enevoldsen,28,U
2022-09-18,35954,20222023,Patrik Melis,30,U
2022-09-18,35954,20222023,Oskar Bendsen,55,U
2022-09-18,35954,20222023,Jeppe Viberg,61,U
2022-09-18,35954,20222023,Gustav Johannes Chatterton,62,U
2022-09-18,35954,20222023,Peter Brandt Vand,72,U
2022-09-18,35954,20222023,Simon Lysdahl Sørensen,77,U
2022-09-18,35954,20222023,Vitus Kuskegaard,88,U
2022-09-18,35954,20222023,Vitus Kuskegaard,88,U
2022-09-18,35954,20222023,Jonas Palner Jensen,90,U
2022-09-18,35312,20222023,Mike Trolle Lind,1,H
2022-09-18,35312,20222023,Mike Trolle Lind,1,H
2022-09-18,35312,20222023,Mathias Fischer Hoerby Jensen,2,H
2022-09-18,35312,20222023,Lucas Madsen,4,H
2022-09-18,35312,20222023,Mathias Simon Thorsen,6,H
2022-09-18,35312,20222023,Rasmus Madsen,7,H
2022-09-18,35312,20222023,Rasmus Madsen,7,H
2022-09-18,35312,20222023,Andre Stich,10,H
2022-09-18,35312,20222023,Jannik Trolle,12,H
2022-09-18,35312,20222023,Anders Grønborg,19,H
2022-09-18,35312,20222023,Casper Lindhardt Christensen,21,H
2022-09-18,35312,20222023,Marko W. Krogsgaard,25,H
2022-09-18,35312,20222023,Jonas Nordheim,45,H
2022-09-18,35312,20222023,Christian Sørensen,47,H
2022-09-18,35312,20222023,Magnus Bonavent Rasmussen,55,H
2022-09-18,35312,20222023,Casper Breitenbach,86,H
2022-09-18,35312,20222023,Kenneth Danielsen,89,H
2022-09-18,35312,20222023,Malthe Daae Christensen,90,H
2022-09-18,35312,20222023,Frederik Kobberup,92,H
2022-09-18,35312,20222023,Simon Kristensen,99,H
2022-09-18,35312,20222023,Malthe Kjær,4,U
2022-09-18,35312,20222023,Elias Suensen,5,U
2022-09-18,35312,20222023,Rasmus Rask Kjær Poulsen,6,U
2022-09-18,35312,20222023,Noah Vilsted,8,U
2022-09-18,35312,20222023,Jeppe Huscher Andersen,10,U
2022-09-18,35312,20222023,Zimon Peters,11,U
2022-09-18,35312,20222023,Mikkel Benjamin Christensen,24,U
2022-09-18,35312,20222023,Jonas Gylling,32,U
2022-09-18,35312,20222023,Mathias De Fries Olderkjær,36,U
2022-09-18,35312,20222023,Philip Monin-Vangaa,41,U
2022-09-18,35312,20222023,Nikolaj Brixager,44,U
2022-09-18,35312,20222023,David Mathiasen,55,U
2022-09-18,35312,20222023,Jonas Kahn Prætorius Jørgensen,56,U
2022-09-18,35312,20222023,Jonas Mønsted,66,U
2022-09-18,35312,20222023,Malthe Winther,68,U
2022-09-18,35312,20222023,Nicholas Maccabe,74,U
2022-09-18,35312,20222023,Mark Bertram,75,U
2022-09-18,35312,20222023,Milan Adam,87,U
2022-09-18,35312,20222023,Nicolai Børner,90,U
2022-09-18,35312,20222023,Mathias Mortensen,98,U
2022-09-21,35955,20222023,Mads Sanderhoff,7,H
2022-09-21,35955,20222023,Frederik Sanderhoff,14,H
2022-09-21,35955,20222023,Mathias Olesen,15,H
2022-09-21,35955,20222023,Jonas Sønderby,19,H
2022-09-21,35955,20222023,Aleksander Nørgaard,27,H
2022-09-21,35955,20222023,Malte Borup,31,H
2022-09-21,35955,20222023,Nicklas Sørensen Olesen,33,H
2022-09-21,35955,20222023,Noa Læsø,36,H
2022-09-21,35955,20222023,Nicklaes André,44,H
2022-09-21,35955,20222023,Gustav Kibsdal,56,H
2022-09-21,35955,20222023,Kevin Linnerup,63,H
2022-09-21,35955,20222023,Mads Bundgaard Poulsen,64,H
2022-09-21,35955,20222023,Malthe Saaby Hjelm,71,H
2022-09-21,35955,20222023,Oliver Laurits Bisgaard Vestermann,77,H
2022-09-21,35955,20222023,Rasmus Høegh Mortensen,88,H
2022-09-21,35955,20222023,Gustav Hviid,89,H
2022-09-21,35955,20222023,Thais Olesen Sørensen,92,H
2022-09-21,35955,20222023,Mathias Holm Mikkelsen,1,U
2022-09-21,35955,20222023,Kristoffer Handgaard,5,U
2022-09-21,35955,20222023,Simon Møller,7,U
2022-09-21,35955,20222023,Simon Lauridsen,9,U
2022-09-21,35955,20222023,Mathias Lauridsen,14,U
2022-09-21,35955,20222023,Andre Van Enckevort,15,U
2022-09-21,35955,20222023,Johan Selleby,17,U
2022-09-21,35955,20222023,Kristian Gadegaard,23,U
2022-09-21,35955,20222023,Mikkel Falsig,24,U
2022-09-21,35955,20222023,Jonas Højmark,25,U
2022-09-21,35955,20222023,Nicholas Holm Mikkelsen,27,U
2022-09-21,35955,20222023,Frederik Kjelgaard,37,U
2022-09-21,35955,20222023,Daniel Ravn,47,U
2022-09-21,35955,20222023,Joel Von Reis,65,U
2022-09-21,35955,20222023,Viktor Nielsen,70,U
2022-09-21,35955,20222023,Jeppe Kjærsgaard,74,U
2022-09-21,35955,20222023,Mikkel Skov Nielsen,77,U
2022-09-21,35955,20222023,Magnus Kristensen,88,U
2022-09-21,35955,20222023,Søren Olesen,93,U
2022-09-21,35955,20222023,Morten Handgaard,97,U
2022-09-23,35959,20222023,Mads Sanderhoff,7,H
2022-09-23,35959,20222023,Nicolai Højen Bertelsen,11,H
2022-09-23,35959,20222023,Nicolai Højen Bertelsen,11,H
2022-09-23,35959,20222023,Mathias Olesen,15,H
2022-09-23,35959,20222023,Jonas Sønderby,19,H
2022-09-23,35959,20222023,Nicklas Sørensen Olesen,33,H
2022-09-23,35959,20222023,Noa Læsø,36,H
2022-09-23,35959,20222023,Nicklaes André,44,H
2022-09-23,35959,20222023,Gustav Kibsdal,56,H
2022-09-23,35959,20222023,Kevin Linnerup,63,H
2022-09-23,35959,20222023,Mads Bundgaard Poulsen,64,H
2022-09-23,35959,20222023,Malthe Saaby Hjelm,71,H
2022-09-23,35959,20222023,Malthe Saaby Hjelm,71,H
2022-09-23,35959,20222023,Oliver Frost,75,H
2022-09-23,35959,20222023,Oliver Laurits Bisgaard Vestermann,77,H
2022-09-23,35959,20222023,Rasmus Høegh Mortensen,88,H
2022-09-23,35959,20222023,Thais Olesen Sørensen,92,H
2022-09-23,35959,20222023,Jeppe Viberg,2,U
2022-09-23,35959,20222023,Jonas Emil Kristensen,6,U
2022-09-23,35959,20222023,Jonas Palner Jensen,7,U
2022-09-23,35959,20222023,Vinoth Sivapalan,8,U
2022-09-23,35959,20222023,Victor Overholt,9,U
2022-09-23,35959,20222023,Emil Brouer Enevoldsen,10,U
2022-09-23,35959,20222023,Oskar Bendsen,15,U
2022-09-23,35959,20222023,Nicklas Hedemand,16,U
2022-09-23,35959,20222023,Simon Lysdahl Sørensen,17,U
2022-09-23,35959,20222023,Patrik Melis,21,U
2022-09-23,35959,20222023,Andreas Krogh Bendixen,22,U
2022-09-23,35959,20222023,Christoffer Ray Klindtworth,23,U
2022-09-23,35959,20222023,Gustav Johannes Chatterton,25,U
2022-09-23,35959,20222023,Anton Bendsen,30,U
2022-09-23,35959,20222023,Patrick Melis,66,U
2022-09-23,35959,20222023,Vitus Kuskegaard,88,U
2022-09-24,35313,20222023,Jakob Ohlsson,2,H
2022-09-24,35313,20222023,Jon Precht-Sparre,3,H
2022-09-24,35313,20222023,Patrick Falkenberg Møller,8,H
2022-09-24,35313,20222023,Jacob Hansen,15,H
2022-09-24,35313,20222023,Rasmus Bømervang,16,H
2022-09-24,35313,20222023,Jannik L. Dalkvist,17,H
2022-09-24,35313,20222023,Oliver Ruud,19,H
2022-09-24,35313,20222023,Jonas Hvid Nielsen,24,H
2022-09-24,35313,20222023,Victor Toftebjerg,28,H
2022-09-24,35313,20222023,Mathias S. Madsen,31,H
2022-09-24,35313,20222023,August Lunddahl Mathiassen,53,H
2022-09-24,35313,20222023,Andreas Kleczewski,77,H
2022-09-24,35313,20222023,Jacob Stenkilde,79,H
2022-09-24,35313,20222023,Otto Kjeld Bjørklund Jørgensen,81,H
2022-09-24,35313,20222023,Oliver Madsen,87,H
2022-09-24,35313,20222023,Rasmus Schjerlund Nielsen,89,H
2022-09-24,35313,20222023,Rasmus Børger Petersen,1,U
2022-09-24,35313,20222023,Charlie Petersen,3,U
2022-09-24,35313,20222023,Tobias Børger Petersen,4,U
2022-09-24,35313,20222023,Josef Adnan,14,U
2022-09-24,35313,20222023,Jonathan Stausholm Carlsen,17,U
2022-09-24,35313,20222023,Noel Donde,20,U
2022-09-24,35313,20222023,Christian Holmsteen,22,U
2022-09-24,35313,20222023,Tobias Alexander Jensen,23,U
2022-09-24,35313,20222023,Villads Bech Crawfurd,27,U
2022-09-24,35313,20222023,Kasper Abildgaard,31,U
2022-09-24,35313,20222023,Rasmus Lilleballe Poulsen,41,U
2022-09-24,35313,20222023,Magnus Bidstrup-Mynster,42,U
2022-09-24,35313,20222023,Mikkel Riis,50,U
2022-09-24,35313,20222023,Kalle Tamminen,63,U
2022-09-24,35313,20222023,Elias Ford Holmberg,69,U
2022-09-24,35313,20222023,Victor Holmsteen,77,U
2022-09-24,35313,20222023,Bertram Carlsen,88,U
2022-09-24,35313,20222023,Rasmus Engelhardt Frie,97,U
2022-09-25,35314,20222023,Jannick Strikert,7,H
2022-09-25,35314,20222023,Michael Møller,13,H
2022-09-25,35314,20222023,Ole Tougaard,28,H
2022-09-25,35314,20222023,Thomas Hvims,29,H
2022-09-25,35314,20222023,Philippe Nielsen,44,H
2022-09-25,35314,20222023,Kristian Kirk,49,H
2022-09-25,35314,20222023,Kim Thobiassen,59,H
2022-09-25,35314,20222023,Johan Hagne,70,H
2022-09-25,35314,20222023,Ondrej Ceska,71,H
2022-09-25,35314,20222023,Jesper Schow,81,H
2022-09-25,35314,20222023,Emil Andersson,92,H
2022-09-25,35314,20222023,Mads Voldum,97,H
2022-09-25,35314,20222023,Jeppe Huscher Andersen,4,U
2022-09-25,35314,20222023,Elias Suensen,5,U
2022-09-25,35314,20222023,Rasmus Rask Kjær Poulsen,6,U
2022-09-25,35314,20222023,Noah Vilsted,8,U
2022-09-25,35314,20222023,Zimon Peters,11,U
2022-09-25,35314,20222023,Mikkel Benjamin Christensen,24,U
2022-09-25,35314,20222023,Jonas Gylling,32,U
2022-09-25,35314,20222023,David Mathiasen,40,U
2022-09-25,35314,20222023,Mathias Vestergaard,40,U
2022-09-25,35314,20222023,Philip Monin-Vangaa,41,U
2022-09-25,35314,20222023,Nikolaj Brixager,44,U
2022-09-25,35314,20222023,Malthe Kjær,55,U
2022-09-25,35314,20222023,Jonas Kahn Prætorius Jørgensen,56,U
2022-09-25,35314,20222023,Jonas Mønsted,66,U
2022-09-25,35314,20222023,Malthe Winther,68,U
2022-09-25,35314,20222023,Nicholas Maccabe,74,U
2022-09-25,35314,20222023,Mark Bertram,75,U
2022-09-25,35314,20222023,Milan Adam,87,U
2022-09-25,35314,20222023,Nicolai Børner,90,U
2022-09-25,35314,20222023,Mathias Mortensen,98,U
2022-10-08,35963,20222023,Mads Sanderhoff,7,H
2022-10-08,35963,20222023,Nicolai Højen Bertelsen,11,H
2022-10-08,35963,20222023,Frederik Sanderhoff,14,H
2022-10-08,35963,20222023,Mathias Olesen,15,H
2022-10-08,35963,20222023,Jonas Sønderby,19,H
2022-10-08,35963,20222023,William Aabel,24,H
2022-10-08,35963,20222023,Aleksander Nørgaard,27,H
2022-10-08,35963,20222023,Malte Borup,31,H
2022-10-08,35963,20222023,Nicklas Sørensen Olesen,33,H
2022-10-08,35963,20222023,Noa Læsø,36,H
2022-10-08,35963,20222023,Nicklaes André,44,H
2022-10-08,35963,20222023,Kevin Linnerup,63,H
2022-10-08,35963,20222023,Mads Bundgaard Poulsen,64,H
2022-10-08,35963,20222023,Malthe Saaby Hjelm,71,H
2022-10-08,35963,20222023,Oliver Frost,75,H
2022-10-08,35963,20222023,Oliver Laurits Bisgaard Vestermann,77,H
2022-10-08,35963,20222023,Gustav Hviid,77,H
2022-10-08,35963,20222023,Rasmus Høegh Mortensen,88,H
2022-10-08,35963,20222023,Thais Olesen Sørensen,92,H
2022-10-08,35963,20222023,Mathias Saaby Hjelm,1,U
2022-10-08,35963,20222023,Viktor Gade,4,U
2022-10-08,35963,20222023,Tue Zinn Sund,5,U
2022-10-08,35963,20222023,Oliver Skovbo Larsen,7,U
2022-10-08,35963,20222023,Frederik Tronderup Nielsen,9,U
2022-10-08,35963,20222023,Emil Kajgaard,10,U
2022-10-08,35963,20222023,Anton Madsen,14,U
2022-10-08,35963,20222023,Niklas Juul Jensen,15,U
2022-10-08,35963,20222023,Anders Tengnagel,17,U
2022-10-08,35963,20222023,Simon Erlandsen,22,U
2022-10-08,35963,20222023,Dennis Torp,23,U
2022-10-08,35963,20222023,Marcus Fuglsang Sørensen,31,U
2022-10-08,35963,20222023,Rasmus Overgaard,60,U
2022-10-08,35963,20222023,Mikkel Hansen,68,U
2022-10-08,35963,20222023,Magnus Nyeng Jensen,71,U
2022-10-08,35963,20222023,Kasper Jensen,81,U
2022-10-08,35963,20222023,Mads Larsen,88,U
2022-10-08,35963,20222023,Nicolai Flyvholm Pedersen,92,U
2022-10-08,35963,20222023,Frederik Lentz,95,U
2022-10-08,35963,20222023,Rasmus Larsen,98,U
2022-10-08,35961,20222023,Jonas Emil Kristensen,6,H
2022-10-08,35961,20222023,Vinoth Sivapalan,8,H
2022-10-08,35961,20222023,Victor Overholt,9,H
2022-10-08,35961,20222023,Nicklas Hedemand,15,H
2022-10-08,35961,20222023,Christoffer Ray Klindtworth,31,H
2022-10-08,35961,20222023,Andreas Krogh Bendixen,33,H
2022-10-08,35961,20222023,Oskar Bendsen,55,H
2022-10-08,35961,20222023,Gustav Johannes Chatterton,62,H
2022-10-08,35961,20222023,Anton Bendsen,66,H
